"","Measurement Year","Measure Name","Statewide Average","Medical Group Name","Clinic Name","Clinic City","Clinic Zip Code","Denominator","Actual Rate","Expected Rate","Healthscore Rating","County","Metropolitan.Micropolitan.Statistical.Area","FIPS.County.Code","police_score","sk2014","total_covid_count21","Days.with.AQI","Good.Days","Unhealthy.Days","Max.AQI","Median.AQI","educ_pct"
"318",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Fairview Health Services","M Health Fairview Clinic Uptown","Minneapolis",55416,295,0.261,0.4125,"Below Expected","Hennepin","Metropolitan Statistical Area",53,34,0.450817622828358,47554264,365,263,3,155,39,53.2
"319",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Fairview Health Services","M Health Fairview Clinic Vadnais Heights","Vadnais Heights",55127,229,0.3712,0.44,"Expected","Ramsey","Metropolitan Statistical Area",123,52,0.671280159383919,19903324,365,295,0,148,30,44.5
"320",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Fairview Health Services","M Health Fairview Clinic Woodwinds","Woodbury",55125,207,0.3043,0.4328,"Below Expected","Washington","Metropolitan Statistical Area",163,65,-0.291123605964394,10461619,227,205,0,119,35,48.8
"321",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Fairview Health Services","M Health Fairview Clinic Wyoming","Wyoming",55092,529,0.31,0.433,"Below Expected","Chisago","Metropolitan Statistical Area",25,58,-0.142735360205844,2430798,NA,NA,NA,NA,NA,NA
"322",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Fairview Health Services","M Health Fairview Clinic XerxesÂ ","Bloomington",55431,250,0.272,0.4418,"Below Expected","Hennepin","Metropolitan Statistical Area",53,53,0.450817622828358,47554264,365,263,3,155,39,53.2
"323",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Fairview Health Services","M Health Fairview Clinic Zimmerman","Zimmerman",55398,232,0.4267,0.4382,"Expected","Sherburne","Metropolitan Statistical Area",141,NA,-0.303842598457984,4589038,NA,NA,NA,NA,NA,25.8
"324",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Fairview Health Services","M Health Fairview Geriatric Services","Edina",55435,71,0.1268,0.5063,"Below Expected","Hennepin","Metropolitan Statistical Area",53,57,0.450817622828358,47554264,365,263,3,155,39,53.2
"325",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Fairview Health Services","M Health FairviewÂ Clinic Midway","St. Paul",55104,165,0.3515,0.4257,"Expected","Ramsey","Metropolitan Statistical Area",123,51,0.671280159383919,19903324,365,295,0,148,30,44.5
"326",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Fairview Health Services","M Health FairviewÂ Clinic Stillwater","Stillwater",55082,155,0.4129,0.4328,"Expected","Washington","Metropolitan Statistical Area",163,54,-0.291123605964394,10461619,227,205,0,119,35,48.8
"327",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Fairview Mesaba Clinics","Range Regional Health Services dba Fairview Mesaba Clinic - Hibbing","Hibbing",55746,486,0.5165,0.4082,"Above Expected","Saint Louis",NA,NA,54,NA,NA,365,308,2,157,35,NA
"328",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Fairview Mesaba Clinics","Range Regional Health Services dba Fairview Mesaba Clinic - Mountain Iron","Mt. Iron",55768,206,0.4757,0.4206,"Expected","Saint Louis",NA,NA,NA,NA,NA,365,308,2,157,35,NA
"329",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Fairview Mesaba Clinics","Range Regional Health Services dba Fairview Mesaba Clinic - Nashwauk","Nashwauk",55769,67,0.4478,0.4277,"Expected","Itasca","Micropolitan Statistical Area",61,44,0.710850358252866,1752381,NA,NA,NA,NA,NA,NA
"330",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Family Practice Medical Center of Willmar","Family Practice Medical Center of Willmar","Willmar",56201,166,0.1446,0.4073,"Below Expected","Kandiyohi","Micropolitan Statistical Area",67,49,1.13552338539996,2599318,NA,NA,NA,NA,NA,NA
"331",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"France Avenue Family Physicians - Minnesota Healthcare Network","France Avenue Family Physicians","Edina",55435,94,0.3085,0.4331,"Expected","Hennepin","Metropolitan Statistical Area",53,57,0.450817622828358,47554264,365,263,3,155,39,53.2
"332",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Glencoe Regional Health Services","Glencoe Regional Health Services - Glencoe","Glencoe",55336,274,0.5036,0.4296,"Expected","Mcleod",NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA
"333",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Glencoe Regional Health Services","Glencoe Regional Health Services - Lester Prairie","Lester Prairie",55354,49,0.551,0.4743,"Expected","Mcleod",NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA
"334",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Glenwood Medical Center","Glenwood Medical Center","Glenwood",56334,48,0.0625,0.4168,"Below Expected","Pope",NA,NA,48,NA,452049,NA,NA,NA,NA,NA,NA
"335",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Grand Itasca Clinic","Grand Itasca Clinic","Grand Rapids",55744,677,0.3013,0.4187,"Below Expected","Itasca","Micropolitan Statistical Area",61,48,0.710850358252866,1752381,NA,NA,NA,NA,NA,NA
"336",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Granite Falls Municipal Hospital & Manor Clinic","Granite Falls Health Clinic","Granite Falls",56241,39,0.0769,0.4206,"Below Expected","Yellow Medicine",NA,NA,43,NA,459221,NA,NA,NA,NA,NA,NA
"337",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Gundersen Health System","Gundersen Health System - Houston Clinic","Houston",55943,34,0.3529,0.4371,"Expected","Houston","Metropolitan Statistical Area",55,54,1.30087028781663,697421,NA,NA,NA,NA,NA,NA
"338",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Gundersen Health System","Gundersen Health System - La Crescent Clinic","La Crescent",55947,110,0.4545,0.4308,"Expected","Houston","Metropolitan Statistical Area",55,54,1.30087028781663,697421,NA,NA,NA,NA,NA,NA
"339",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Gundersen Health System","Gundersen Health System - Spring Grove Clinic","Spring Grove",55974,46,0.5652,0.4242,"Expected","Houston","Metropolitan Statistical Area",55,50,1.30087028781663,697421,NA,NA,NA,NA,NA,NA
"340",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Central Minnesota Clinics","HealthPartners Central Minnesota Clinics","Sartell",56377,652,0.6273,0.4065,"Above Expected","Stearns","Metropolitan Statistical Area",145,56,0.455057286992888,8725973,362,289,2,228,36,28
"341",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Andover","Andover",55304,126,0.5714,0.4535,"Expected","Anoka","Metropolitan Statistical Area",3,52,-0.566701776658845,16326872,365,280,2,159,39,32.3
"342",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Anoka","Anoka",55303,304,0.5461,0.4337,"Above Expected","Anoka","Metropolitan Statistical Area",3,54,-0.566701776658845,16326872,365,280,2,159,39,32.3
"343",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Apple Valley","Apple Valley",55124,162,0.4938,0.4293,"Expected","Dakota","Metropolitan Statistical Area",37,60,-0.279111224164893,17626295,365,303,2,155,30,43.6
"344",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Arden Hills","Arden Hills",55112,230,0.6,0.4329,"Above Expected","Ramsey","Metropolitan Statistical Area",123,52,0.671280159383919,19903324,365,295,0,148,30,44.5
"345",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Bloomington","Bloomington",55420,179,0.5978,0.4297,"Above Expected","Hennepin","Metropolitan Statistical Area",53,53,0.450817622828358,47554264,365,263,3,155,39,53.2
"346",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Brooklyn Center","Brooklyn Center",55429,166,0.5361,0.4118,"Above Expected","Hennepin","Metropolitan Statistical Area",53,47,0.450817622828358,47554264,365,263,3,155,39,53.2
"347",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Como","St. Paul",55108,413,0.5182,0.4257,"Above Expected","Ramsey","Metropolitan Statistical Area",123,51,0.671280159383919,19903324,365,295,0,148,30,44.5
"348",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Coon Rapids","Coon Rapids",55433,202,0.6089,0.4321,"Above Expected","Anoka","Metropolitan Statistical Area",3,59,-0.566701776658845,16326872,365,280,2,159,39,32.3
"349",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Cottage Grove","Cottage Grove",55016,69,0.6667,0.4251,"Above Expected","Washington","Metropolitan Statistical Area",163,60,-0.291123605964394,10461619,227,205,0,119,35,48.8
"350",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Ctr for Internatl Hlth","St. Paul",55104,30,0.6333,0.4198,"Expected","Ramsey","Metropolitan Statistical Area",123,51,0.671280159383919,19903324,365,295,0,148,30,44.5
"351",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Curve Crest Clinic","Stillwater",55082,768,0.5573,0.452,"Above Expected","Washington","Metropolitan Statistical Area",163,54,-0.291123605964394,10461619,227,205,0,119,35,48.8
"352",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Eagan","Eagan",55122,151,0.5563,0.4266,"Above Expected","Dakota","Metropolitan Statistical Area",37,63,-0.279111224164893,17626295,365,303,2,155,30,43.6
"353",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Elk River","Elk River",55330,203,0.6502,0.4259,"Above Expected","Sherburne","Metropolitan Statistical Area",141,57,-0.303842598457984,4589038,NA,NA,NA,NA,NA,25.8
"354",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Highland Park","St Paul",55116,63,0.381,0.4024,"Expected","Ramsey","Metropolitan Statistical Area",123,NA,0.671280159383919,19903324,365,295,0,148,30,44.5
"355",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Hlth Ctr for Women","St. Paul",55104,186,0.7097,0.4372,"Above Expected","Ramsey","Metropolitan Statistical Area",123,51,0.671280159383919,19903324,365,295,0,148,30,44.5
"356",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Hugo","Hugo",55038,49,0.6531,0.4381,"Above Expected","Washington","Metropolitan Statistical Area",163,50,-0.291123605964394,10461619,227,205,0,119,35,48.8
"357",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Inver Grove Behav Hlth","Inver Grove Heights",55077,307,0.6971,0.4317,"Above Expected","Dakota","Metropolitan Statistical Area",37,65,-0.279111224164893,17626295,365,303,2,155,30,43.6
"358",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Inver Grove Heights","Inver Grove Heights",55077,102,0.549,0.423,"Expected","Dakota","Metropolitan Statistical Area",37,65,-0.279111224164893,17626295,365,303,2,155,30,43.6
"359",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Lino Lakes","Lino Lakes",55014,138,0.6667,0.4379,"Above Expected","Anoka","Metropolitan Statistical Area",3,46,-0.566701776658845,16326872,365,280,2,159,39,32.3
"360",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Mahtomedi Clinic","St. Paul",55115,58,0.6034,0.4544,"Expected","Washington","Metropolitan Statistical Area",163,51,-0.291123605964394,10461619,227,205,0,119,35,48.8
"361",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Maplewood","Maplewood",55109,299,0.5585,0.4166,"Above Expected","Ramsey","Metropolitan Statistical Area",123,54,0.671280159383919,19903324,365,295,0,148,30,44.5
"362",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Midway","St. Paul",55104,105,0.4095,0.3968,"Expected","Ramsey","Metropolitan Statistical Area",123,51,0.671280159383919,19903324,365,295,0,148,30,44.5
"363",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Nokomis","Minneapolis",55407,113,0.469,0.4164,"Expected","Hennepin","Metropolitan Statistical Area",53,34,0.450817622828358,47554264,365,263,3,155,39,53.2
"364",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Regions BH Maplewood","Maplewood",55109,498,0.745,0.4214,"Above Expected","Ramsey","Metropolitan Statistical Area",123,54,0.671280159383919,19903324,365,295,0,148,30,44.5
"365",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Regions BH Woodbury","Lake Elmo",55112,273,0.7473,0.435,"Above Expected","Ramsey","Metropolitan Statistical Area",123,52,0.671280159383919,19903324,365,295,0,148,30,44.5
"366",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Riverside","Minneapolis",55454,201,0.4478,0.3897,"Expected","Hennepin","Metropolitan Statistical Area",53,34,0.450817622828358,47554264,365,263,3,155,39,53.2
"367",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Riverside Behav Hlth","Minneapolis",55454,183,0.7322,0.4144,"Above Expected","Hennepin","Metropolitan Statistical Area",53,34,0.450817622828358,47554264,365,263,3,155,39,53.2
"368",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Roseville","Roseville",55113,164,0.6768,0.4297,"Above Expected","Ramsey","Metropolitan Statistical Area",123,47,0.671280159383919,19903324,365,295,0,148,30,44.5
"369",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Somerset Clinic","Somerset",54025,174,0.5402,0.4249,"Above Expected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - St Paul","St. Paul",55107,356,0.4775,0.3999,"Above Expected","Ramsey","Metropolitan Statistical Area",123,51,0.671280159383919,19903324,365,295,0,148,30,44.5
"371",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - University Ave","Saint Paul",55114,130,0.5308,0.4308,"Expected","Ramsey","Metropolitan Statistical Area",123,NA,0.671280159383919,19903324,365,295,0,148,30,44.5
"372",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - West","St. Louis Park",55416,160,0.525,0.4357,"Expected","Hennepin","Metropolitan Statistical Area",53,58,0.450817622828358,47554264,365,263,3,155,39,53.2
"373",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - West Behav Hlth","Saint Louis Park",55416,337,0.6172,0.418,"Above Expected","Hennepin","Metropolitan Statistical Area",53,NA,0.450817622828358,47554264,365,263,3,155,39,53.2
"374",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - White Bear Lake","White Bear Lake",55110,163,0.6442,0.4449,"Above Expected","Ramsey","Metropolitan Statistical Area",123,60,0.671280159383919,19903324,365,295,0,148,30,44.5
"375",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"HealthPartners Clinics","HealthPartners - Woodbury","Woodbury",55125,378,0.6296,0.4278,"Above Expected","Washington","Metropolitan Statistical Area",163,65,-0.291123605964394,10461619,227,205,0,119,35,48.8
"376",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Hendricks Community Hospital Association","Hendricks Clinic","Hendricks",56136,42,0.0238,0.4518,"Below Expected","Lincoln",NA,NA,NA,NA,230318,NA,NA,NA,NA,NA,NA
"377",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Hennepin Healthcare","Hennepin Healthcare Adult Psychiatry Clinic","Minneapolis",55415,195,0.1231,0.4026,"Below Expected","Hennepin","Metropolitan Statistical Area",53,34,0.450817622828358,47554264,365,263,3,155,39,53.2
"378",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Hennepin Healthcare","Hennepin Healthcare Brooklyn Center Clinic","Brooklyn Center",55430,34,0.1176,0.3697,"Below Expected","Hennepin","Metropolitan Statistical Area",53,47,0.450817622828358,47554264,365,263,3,155,39,53.2
"379",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Hennepin Healthcare","Hennepin Healthcare Brooklyn Park Clinic","Brooklyn Park",55443,139,0.2806,0.3799,"Expected","Hennepin","Metropolitan Statistical Area",53,49,0.450817622828358,47554264,365,263,3,155,39,53.2
"380",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Hennepin Healthcare","Hennepin Healthcare Downtown Medicine Clinic","Minneapolis",55404,249,0.0723,0.3761,"Below Expected","Hennepin","Metropolitan Statistical Area",53,34,0.450817622828358,47554264,365,263,3,155,39,53.2
"381",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Hennepin Healthcare","Hennepin Healthcare East Lake Clinic","Minneapolis",55406,191,0.3455,0.3618,"Expected","Hennepin","Metropolitan Statistical Area",53,34,0.450817622828358,47554264,365,263,3,155,39,53.2
"382",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Hennepin Healthcare","Hennepin Healthcare Golden Valley Clinic","Golden Valley",55422,117,0.2479,0.3733,"Below Expected","Hennepin","Metropolitan Statistical Area",53,52,0.450817622828358,47554264,365,263,3,155,39,53.2
"383",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Hennepin Healthcare","Hennepin Healthcare Internal Medicine Clinic Parkside","Minneapolis",55404,49,0.0612,0.3793,"Below Expected","Hennepin","Metropolitan Statistical Area",53,34,0.450817622828358,47554264,365,263,3,155,39,53.2
"384",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Hennepin Healthcare","Hennepin Healthcare North Loop Clinic and Pharmacy","Minneapolis",55401,60,0.1333,0.3534,"Below Expected","Hennepin","Metropolitan Statistical Area",53,34,0.450817622828358,47554264,365,263,3,155,39,53.2
"385",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Hennepin Healthcare","Hennepin Healthcare Richfield Clinic","Richfield",55423,195,0.1436,0.3773,"Below Expected","Hennepin","Metropolitan Statistical Area",53,48,0.450817622828358,47554264,365,263,3,155,39,53.2
"386",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Hennepin Healthcare","Hennepin Healthcare Whittier Clinic","Minneapolis",55404,156,0.1346,0.3532,"Below Expected","Hennepin","Metropolitan Statistical Area",53,34,0.450817622828358,47554264,365,263,3,155,39,53.2
"387",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Hennepin Healthcare","Hennepin Healthcare Women's Health and Wellness Clinic","Minneapolis",55404,37,0.027,0.3553,"Below Expected","Hennepin","Metropolitan Statistical Area",53,34,0.450817622828358,47554264,365,263,3,155,39,53.2
"388",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Hutchinson Health","Hutchinson Health - Hutchinson Clinic","Hutchinson",55350,349,0.3037,0.4203,"Below Expected","Mcleod",NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA
"389",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Hutchinson Health","Hutchinson Health - Mental Health Clinic","Hutchinson",55350,180,0.4778,0.4359,"Expected","Mcleod",NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA
"390",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Indian Health Board of Minneapolis","Indian Health Board of Minneapolis","Minneapolis",55404,104,0.2404,0.346,"Expected","Hennepin","Metropolitan Statistical Area",53,34,0.450817622828358,47554264,365,263,3,155,39,53.2
"391",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Kittson Healthcare Clinic","Kittson Memorial Clinic - Hallock","Hallock",56728,34,0.1765,0.4185,"Below Expected","Kittson",NA,NA,57,NA,189152,NA,NA,NA,NA,NA,NA
"392",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Lac Qui Parle Clinic","Lac Qui Parle Clinic","Madison",56256,36,0.3889,0.4318,"Expected","Lac Qui Parle",NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA
"393",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Lake Region Healthcare","Lake Region Healthcare - Barnesville Clinic","Barnesville",56514,41,0.3659,0.4312,"Expected","Clay","Metropolitan Statistical Area",27,NA,-0.182305559074791,3178142,NA,NA,NA,NA,NA,46.6
"394",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Lake Region Healthcare","Lake Region Healthcare Clinic Services - Fergus Falls","Fergus Falls",56538,430,0.5233,0.4362,"Above Expected",NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA
"395",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Lake Superior Community Health Center","Lake Superior Community Health Center - Duluth","Duluth",55807,121,0.3388,0.3738,"Expected","Saint Louis",NA,NA,47,NA,NA,365,308,2,157,35,NA
"396",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Lake Superior Community Health Center","Lake Superior Community Health Center-Superior","Superior",54880,182,0.4725,0.3891,"Expected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Lake View Clinic - Two Harbors","Lake View Clinic - Two Harbors","Two Harbors",55616,82,0.1341,0.412,"Below Expected","Lake","Metropolitan Statistical Area",75,49,1.75592757480951,329648,362,327,1,158,29,NA
"398",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Lakeland Mental Health Center","Lakeland Mental Health Center - Alexandria","Alexandria",56308,183,0.623,0.4248,"Above Expected","Douglas","Micropolitan Statistical Area",41,50,1.66477479527212,1890159,NA,NA,NA,NA,NA,NA
"399",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Lakeland Mental Health Center","Lakeland Mental Health Center - Detroit Lakes","Detroit Lakes",56501,132,0.1515,0.3845,"Below Expected","Becker",NA,NA,45,NA,1523010,357,252,5,191,43,NA
"400",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Lakeland Mental Health Center","Lakeland Mental Health Center - Fergus Falls","Fergus Falls",56537,284,0.4613,0.3976,"Expected","Otter Tail","Micropolitan Statistical Area",111,51,1.65064258139035,2346874,NA,NA,NA,NA,NA,NA
"401",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Lakeland Mental Health Center","Lakeland Mental Health Center - Glenwood","Glenwood",56334,70,0.3286,0.4057,"Expected","Pope",NA,NA,48,NA,452049,NA,NA,NA,NA,NA,NA
"402",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Lakeland Mental Health Center","Lakeland Mental Health Center - Moorhead","Moorhead",56560,465,0.514,0.3989,"Above Expected","Clay","Metropolitan Statistical Area",27,51,-0.182305559074791,3178142,NA,NA,NA,NA,NA,46.6
"403",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Lakewood Health System","Lakewood Health System - Browerville Clinic","Browerville",56438,89,0.5393,0.415,"Expected","Todd",NA,NA,NA,NA,1163565,NA,NA,NA,NA,NA,NA
"404",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Lakewood Health System","Lakewood Health System - Eagle Valley Clinic","Eagle Bend",56446,44,0.3182,0.3909,"Expected","Todd",NA,NA,NA,NA,1163565,NA,NA,NA,NA,NA,NA
"405",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Lakewood Health System","Lakewood Health System - Motley Clinic","Motley",56466,105,0.4571,0.4141,"Expected","Morrison",NA,NA,NA,NA,1646665,NA,NA,NA,NA,NA,NA
"406",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Lakewood Health System","Lakewood Health System - Pillager Clinic","Pillager",56473,211,0.4171,0.3957,"Expected","Cass","Micropolitan Statistical Area",21,NA,1.40332883845944,1151567,352,241,4,251,44,NA
"407",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Lakewood Health System","Lakewood Health System - Staples Clinic","Staples",56479,186,0.4462,0.3837,"Expected","Wadena",NA,NA,34,NA,664723,NA,NA,NA,NA,NA,NA
"408",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Madelia Community Hospital & Clinic","Madelia Community Hospital & Clinic","Madelia",56062,52,0.3654,0.4014,"Expected","Watonwan",NA,NA,NA,NA,525510,NA,NA,NA,NA,NA,NA
"409",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Mankato Clinic, Ltd.","Mankato Clinic - Daniel's Health Center","St. Peter",56082,121,0.3802,0.4062,"Expected","Nicollet","Metropolitan Statistical Area",103,53,2.69713301933518,1281149,NA,NA,NA,NA,NA,NA
"410",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Mankato Clinic, Ltd.","Mankato Clinic - Department of Psychiatry & Psychology","Mankato",56001,647,0.779,0.4227,"Above Expected","Blue Earth","Metropolitan Statistical Area",13,48,0.218342704473296,2922290,NA,NA,NA,NA,NA,34.6
"411",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Mankato Clinic, Ltd.","Mankato Clinic - Main Street","Mankato",56002,267,0.4831,0.4171,"Expected",NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA
"412",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Mankato Clinic, Ltd.","Mankato Clinic - North Mankato","North Mankato",56003,162,0.6667,0.4094,"Above Expected","Nicollet","Metropolitan Statistical Area",103,53,2.69713301933518,1281149,NA,NA,NA,NA,NA,NA
"413",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Mankato Clinic, Ltd.","Mankato Clinic - Wickersham Campus","Mankato",56001,249,0.5502,0.4078,"Above Expected","Blue Earth","Metropolitan Statistical Area",13,48,0.218342704473296,2922290,NA,NA,NA,NA,NA,34.6
"414",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Mayo Clinic","Mayo Clinic - Baldwin Building, Family Medicine","Rochester",55905,378,0.5132,0.4055,"Above Expected","Olmsted","Metropolitan Statistical Area",109,66,0.267098842365391,5437458,361,301,0,125,36,47.7
"415",2019,"PHQ-9 Follow-up Rate at 12 Months Adult",0.418,"Mayo Clinic","Mayo Clinic - Baldwin Building, Primary Care Internal Medicine","Rochester",55905,557,0.5763,0.4453,"Above Expected","Olmsted","Metropolitan Statistical Area",109,66,0.267098842365391,5437458,361,301,0,125,36,47.7
