"Facility ID","Facility Name","Address","City","State","ZIP Code","County","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
10C0001571,SURGERY CENTRE OF SW FLORIDA LLC,665 DEL PRADO BLVD S.,CAPE CORAL,FL,33990,,(239) 772-3636,98,2,0,99,91,8,1,95,89,9,2,95,86,11,3,94,,1308,491,38,01/01/2021,12/31/2021
10C0001576,THE OUTPATIENT CENTER OF DELRAY,4675 LINTON BLVD STE 101,DELRAY BEACH,FL,33445,,(561) 499-9585,95,4,1,97,92,7,1,95,86,10,4,94,83,14,3,93,,1005,321,32,01/01/2021,12/31/2021
10C0001577,ADVANCED SURGERY CENTER OF SARASOTA LLC,2621 CATTLEMEN RD SUITE 100,SARASOTA,FL,34232,,(941) 444-5510,,,,,,,,,,,,,,,,,4,,,,,
10C0001578,SURGCENTER NORTHEAST LLC,"2438 DR. MARTIN LUTHER KING JR. ST. N, STE. C",ST PETERSBURG,FL,33704,,(727) 565-0740,,,,,,,,,,,,,,,,,4,,,,,
10C0001586,MARION SURGERY CENTER LLC,2207 SW 1ST AVE,OCALA,FL,34471,,(352) 732-4020,,,,,,,,,,,,,,,,,4,,,,,
10C0001588,SURGCENTER OF PALM BEACH GARDENS LLC,900 VILLAGE SQUARE CROSSING SUITE 100,PALM BEACH GARDENS,FL,33410,,(561) 429-6880,,,,,,,,,,,,,,,,,4,,,,,
10C0001589,ADVANCED SURGERY CENTER OF TAMPA LLC,1881 W. KENNEDY BLVD,TAMPA,FL,33606,,(813) 693-5000,,,,,,,,,,,,,,,,,4,,,,,
10C0001596,SEASIDE SURGERY CENTER,1879 VETERANS PARK DR SUITE 1101,NAPLES,FL,34109,,(239) 592-4955,,,,,,,,,,,,,,,,,4,,,,,
10C0001660,HSS PALM BEACH AMBULATORY SURGERY CENTER,: 300 PALM BEACH LAKES BOULEVARD,WEST PALM BEACH,FL,33401,,(000) 000-0000,98,2,0,99,94,5,1,96,95,4,1,98,93,6,1,97,,858,348,41,01/01/2021,12/31/2021
11C0001049,RESURGENS SURGERY CENTER LLC,5671 PEACHTREE DUNWOODY RD SUITE 800,ATLANTA,GA,30342,,(404) 531-8532,98,2,0,99,95,4,1,97,95,4,1,97,92,6,2,96,,1220,353,29,01/01/2021,12/31/2021
11C0001056,THE ENDOSCOPY CENTER OF SOUTHEAST GEORGIA INC,200 MAPLE DR,VIDALIA,GA,30474,,(912) 538-1003,97,3,0,98,94,5,1,96,89,8,3,96,88,10,2,95,,839,156,19,01/01/2021,12/31/2021
11C0001085,NORTHWEST GEORGIA ORTHOPAEDIC SURGERY CENTER LLC,2550 WINDY HILL RD SOUTHEAST SUITE 218,MARIETTA,GA,30067,,(770) 953-8058,97,3,0,98,91,7,2,94,88,10,2,95,84,14,2,93,,1197,280,23,01/01/2021,12/31/2021
11C0001177,EAST WEST SURGERY CENTER LP,2041 MESA VALLEY WAY SUITE 125,AUSTELL,GA,30106,,(678) 309-8100,97,3,0,98,91,7,2,95,92,6,2,95,88,9,3,94,,1065,257,24,01/01/2021,12/31/2021
11C0001182,ROSWELL SURGERY CENTER LLC,1285 HEMBREE RD SUITE 200C,ROSWELL,GA,30076,,(770) 772-5520,99,1,0,99,92,7,1,96,94,6,0,97,91,9,0,97,,1269,377,30,01/01/2021,12/31/2021
11C0001192,LAWRENCEVILLE SURGERY CENTER LLC,758 OLD NORCROSS RD SUITE 125,LAWRENCEVILLE,GA,30046,,(678) 987-0820,98,2,0,99,90,8,2,94,93,6,1,96,86,12,2,94,,1224,330,27,01/01/2021,12/31/2021
11C0001234,ORTHOPAEDIC SOUTH SURGICAL CENTER,6645 LAKE DR,MORROW,GA,30260,,(678) 422-4230,97,3,0,98,93,5,2,95,93,4,3,96,90,7,3,95,,1567,368,23,01/01/2021,12/31/2021
11C0001258,THOMAS EYE SURGERY CENTER LLC,5995 BARFIELD RD,SANDY SPRINGS,GA,30328,,(678) 781-7388,96,4,0,98,90,8,2,94,84,13,3,93,87,10,3,95,,1637,315,20,01/01/2021,12/31/2021
11C0001279,SURGICAL CENTER FOR UROLOGY LLC,290 COUNTRY CLUB DR SUITE 240,STOCKBRIDGE,GA,30281,,(678) 565-1806,97,2,1,98,90,8,2,94,89,8,3,95,90,7,3,95,,1567,287,19,01/01/2021,12/31/2021
11C0001368,NORTH COLUMBUS SURGERY CENTER LLC,7351 OLD MOON RD,COLUMBUS,GA,31909,,(706) 653-7000,,,,,,,,,,,,,,,,,4,,,,,
11C0001383,HUGHSTON SURGICAL CENTER LLC,6262 VETERANS PKWY UNIT. B,COLUMBUS,GA,31909,,(706) 494-3434,95,4,1,97,92,7,1,96,87,11,2,95,94,5,1,97,,1264,313,25,01/01/2021,12/31/2021
11C0001407,WHITE OAK SURGERY CENTER,1665 EAST HWY 34 SUITE 200,NEWMAN,GA,30265,,(770) 252-7557,98,2,0,99,93,5,2,96,94,4,2,97,94,4,2,97,,1197,238,20,01/01/2021,12/31/2021
11C0001460,RESURGENS EAST SURGERY CENTER LLC,3241 IRIS DR SUITE 100,COVINGTON,GA,30016,,(678) 712-7624,99,1,0,99,94,5,1,97,93,6,1,97,91,7,2,96,,951,222,23,01/01/2021,12/31/2021
11C0001472,RESURGENS FAYETTE SURGERY CENTER LLC,1336 HWY 54 WEST BUILDING 400 SUITE A,FAYETTEVILLE,GA,30214,,(678) 251-0200,99,1,0,99,92,7,1,95,96,3,1,97,91,8,1,97,,1525,430,28,01/01/2021,12/31/2021
12C0001012,KAISER PERMANENTE HONOLULU CLINIC ASC,1010 PENSACOLA ST,HONOLULU,HI,96814,,(808) 597-2611,99,1,0,99,92,6,2,95,90,8,2,95,87,12,1,95,,2369,900,38,01/01/2021,12/31/2021
12C0001100,KAISER WAILUKU CLINIC ASC,80 MAHALANI ST,WAILUKU,HI,96793,,(808) 243-6000,98,2,0,99,94,5,1,96,90,9,1,96,90,9,1,96,,1395,411,29,01/01/2021,12/31/2021
13C0001037,KOOTENAI OUTPATIENT SURGERY,707 WEST IRONWOOD DR,COEUR D ALENE,ID,83814,,(308) 625-6428,98,2,0,99,91,8,1,95,91,8,1,96,87,12,1,95,,1258,310,31,01/01/2021,12/31/2021
13C0001064,IDAHO PHYSICAL MEDICINE AND REHABILITATION PA,3551 EAST OVERLAND RD,MERIDIAN,ID,83642,,(208) 287-6558,98,2,0,99,92,7,1,96,91,7,2,95,89,9,2,96,,1056,305,29,01/01/2021,12/31/2021
14C0001007,HINSDALE SURGICAL CENTER,10 SALT CREEK LANE,HINSDALE,IL,60521,,(630) 706-7147,,,,,,,,,,,,,,,,,4,,,,,
14C0001030,RIVER NORTH SAME DAY SURGERY LLC,1 EAST ERIE ST SUITE 300,CHICAGO,IL,60611,,(312) 649-9706,97,2,1,98,91,8,1,95,85,12,3,94,82,15,3,93,,1449,294,20,01/01/2021,12/31/2021
14C0001041,NORTH SHORE SAME DAY SURGERY DBA NORTH SHORE SURGICAL CENTER,3427 WEST TOUHY AVE,LINCOLNWOOD,IL,60712,,(847) 324-7770,96,4,0,98,92,7,1,95,82,16,2,93,79,20,1,92,,1253,457,36,01/01/2021,12/31/2021
14C0001059,ROCKFORD GASTROENTEROLOGY ASSOCIATES LTD,401 ROXBURY RD,ROCKFORD,IL,61107,,(815) 484-7930,96,4,0,98,86,11,3,91,84,13,3,94,87,10,3,94,,1495,281,19,01/01/2021,12/31/2021
14C0001074,EFFINGHAM SURGICAL PARTNERS LLC,904 W. TEMPLE AVE.,EFFINGHAM,IL,62401,,(217) 342-1234,99,1,0,99,94,5,1,97,93,5,2,96,91,8,1,97,,1104,512,46,01/01/2021,12/31/2021
14C0001157,PHYSICIANS SURGERY CENTER AT GOOD SAMARITAN LLC,"2 GOOD SAMARITAN WAY, STE. 200",MOUNT VERNON,IL,62864,,(618) 899-5703,98,2,0,99,90,8,2,94,87,11,2,94,81,19,0,93,,1297,344,27,01/01/2021,12/31/2021
14C0001172,SILVER CROSS AMBULATORY SURGERY CENTER LLC DBA SILVER CROSS SURGERY CENTER,1003 PAWLAK PARKWAY,NEW LENOX,IL,60451,,(815) 717-1740,98,2,0,99,92,6,2,95,90,8,2,95,90,9,1,96,,1291,449,35,01/01/2021,12/31/2021
14C0001178,PALOS HEALTH SURGERY CENTER,15300 WEST AVE SUITE 260,ORLAND PARK,IL,60462,,(708) 981-3664,99,1,0,99,92,7,1,96,93,6,1,97,90,9,1,96,,1483,596,40,01/01/2021,12/31/2021
15C0001158,TERRE HAUTE SURGICAL CENTER LLC,227 EAST MCCALLISTER DR,TERRE HAUTE,IN,47802,,(812) 234-4315,98,1,1,99,90,8,2,94,90,7,3,95,88,9,3,95,,474,161,34,01/01/2021,12/31/2021
15C0001169,INDIANA SPECIALTY SURGERY CENTER LLC,1380 W ARCH HAVEN AVE,BLOOMINGTON,IN,47403,,(812) 330-1164,99,1,0,99,94,5,1,96,94,6,0,97,90,9,1,96,,927,333,36,01/01/2021,12/31/2021
15C0001174,METRO SPECIALTY SURGERY CENTER LLC,"200 MISSOURI AVE, STE. A",JEFFERSONVILLE,IN,47130,,(812) 920-0055,,,,,,,,,,,,,,,,,4,,,,,
15C0001182,CARMEL SPECIALTY SURGERY CENTER,11590 NORTH MERIDIAN ST SUITE 130,CARMEL,IN,46032,,(317) 660-0260,,,,,,,,,,,,,,,,,4,,,,,
15C0001184,MUNSTER SPECIALTY SURGERY CENTER,9200 CALUMET AVE SUITE S100,MUNSTER,IN,46321,,(219) 595-0789,,,,,,,,,,,,,,,,,4,,,,,
15C0001186,MIDWEST SPECIALTY SURGERY CENTER LLC,6920 GATWICK DR STE 100,INDIANAPOLIS,IN,46241,,(317) 821-0000,,,,,,,,,,,,,,,,,4,,,,,
15C0001188,NORTHWEST REGIONAL SURGERY CENTER LLC,"8900 BROADWAY, SUITE 100W",MERRILLVILLE,IN,46410,,(219) 576-6260,,,,,,,,,,,,,,,,,4,,,,,
15C0001190,ADVANCED REGIONAL SURGERY CENTER LLC,"360 MISSOURI AVE, 19A, SUITE 102",JEFFERSONVILLE,IN,47130,,(817) 722-1480,,,,,,,,,,,,,,,,,4,,,,,
15C0001202,GREAT LAKES SURGICAL SUITES LLC DBA GREAT LAKES SURGICAL SUITES,9200 CALUMET AVE SUITE N500,MUNSTER,IN,46321,,(219) 513-9955,,,,,,,,,,,,,,,,,4,,,,,
15C0001214,FRANCISCAN LAKESHORE ASC LLC,12800 MISSISSIPPI PARKWAY PARVILION C,CROWN POINT,IN,46307,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
16C0001016,SURGERY CENTER CEDAR RAPIDS,1075 1ST AVE. SE,CEDAR RAPIDS,IA,52402,,(319) 558-4803,97,3,0,98,89,9,2,94,84,13,3,93,81,17,2,93,,4649,1391,30,01/01/2021,12/31/2021
16C0001034,MERCY SURGERY CENTER LLC,1195 BOYSON RD SUITE 3,HIAWATHA,IA,52233,,(319) 369-4764,96,3,1,98,91,7,2,95,87,9,4,93,88,10,2,95,,839,364,43,01/01/2021,12/31/2021
17C0001083,EPIC SURGERY CENTER,11261 NALL AVE SUITE 200,LEAWOOD,KS,66211,,(913) 671-3290,99,1,0,99,90,7,3,94,91,8,1,96,88,11,1,95,,988,387,39,01/01/2021,12/31/2021
19C0001010,EYE CARE SURGERY CENTER INC,10423 OLD HAMMOND HWY,BATON ROUGE,LA,70816,,(225) 932-0070,96,3,1,98,88,9,3,92,83,13,4,93,85,13,2,94,,1699,359,22,01/01/2021,12/31/2021
19C0001053,METAIRIE OPHTHALMOLOGY ASC LLC,3900 VETERANS BLVD. #100,METAIRIE,LA,70002,,(504) 455-1550,96,3,1,98,91,7,2,95,87,10,3,94,88,11,1,95,,1505,395,27,01/01/2021,12/31/2021
19C0001085,LAKE AMBULATORY SURGERY CTR,7145 PERKINS RD,BATON ROUGE,LA,70808,,(225) 408-5548,98,2,0,99,93,6,1,96,91,8,1,96,90,9,1,96,,2171,435,20,01/01/2021,12/31/2021
19C0001092,ADVANCED SURGICAL CONCEPTS LLC,9118 BLUEBONNET CENTRE BLVD,BATON ROUGE,LA,70809,,(225) 368-2330,98,2,0,99,89,9,2,94,87,12,1,95,82,14,4,92,,1187,348,29,01/01/2021,12/31/2021
19C0001109,CHRISTUS CABRINI SURGERY CENTER LLC,3436 MASONIC DR.,ALEXANDRIA,LA,71301,,(318) 427-6500,98,2,0,99,92,6,2,95,92,7,1,96,91,8,1,96,,1154,339,29,01/01/2021,12/31/2021
19C0001133,OIL CENTER SURGICAL PLAZA,1000 WEST PINHOOK,LAFAYETTE,LA,70503,,(337) 571-0600,98,2,0,99,95,4,1,97,91,7,2,96,90,7,3,95,,1026,377,37,01/01/2021,12/31/2021
20C0001012,INTERMED PA DBA GENERATIONS,84 MARGINAL WAY SUITE 1000,PORTLAND,ME,04101,,(207) 347-2898,98,2,0,99,93,6,1,96,93,5,2,96,91,7,2,96,,691,218,32,01/01/2021,12/31/2021
21C0001043,KAISER FOUNDATION HEALTH PLAN OF THE MID-ATLANTIC STATES INC.,10810 CONNECTICUT AVE,KENSINGTON,MD,20895,,(301) 816-7284,96,4,0,98,92,7,1,96,87,11,2,95,82,16,2,93,,2101,748,36,01/01/2021,12/31/2021
21C0001063,CLINICAL ASSOCIATION AMBULATORY SURGICAL CENTER,515 FAIRMOUNT AVE. STE 100,TOWSON,MD,21286,,(410) 494-1335,94,5,1,96,93,6,1,96,84,14,2,93,86,11,3,94,2,1401,124,9,01/01/2021,12/31/2021
21C0001466,UPPER BAY SURGERY CENTER LLC,360 EAST PULASKI HWY SUITE 2A,ELKTON,MD,21921,,(410) 620-3348,,,,,,,,,,,,,,,,,4,,,,,
21C0001476,SURGCENTER OF GLEN BURNIE LLC,308 HOSPITAL DR SUITE 102,GLEN BURNIE,MD,21061,,(410) 760-8100,,,,,,,,,,,,,,,,,4,,,,,
21C0001477,WESTMINSTER SURGERY CENTER,826 WASHINGTON RD STE 131,WESTMINSTER,MD,21157,,(410) 871-9440,,,,,,,,,,,,,,,,,4,,,,,
21C0001494,SURGCENTER OF SOUTHERN MARYLAND,9001 WOODYARD RD SUITE B,CLINTON,MD,20735,,(301) 868-4950,,,,,,,,,,,,,,,,,4,,,,,
21C0001508,PICCARD SURGERY CENTER LLC,1330 PICCARD DR STE 102,ROCKVILLE,MD,20850,,(301) 208-7350,,,,,,,,,,,,,,,,,4,,,,,
21C0001524,LEONARDTOWN SURGERY CENTER LLC,"40900 MERCHANTS LANE, SUITE 200",LEONARDTOWN,MD,20650,,(301) 690-2203,,,,,,,,,,,,,,,,,4,,,,,
21C0001539,GAITHERSBURG AMBULATORY SURGERY CENTER,655 WATKINS MILL RD,GAITHERSBURG,MD,20879,,(301) 816-6812,96,3,1,98,93,6,1,96,89,9,2,95,85,12,3,94,,2887,676,23,01/01/2021,12/31/2021
21C0001551,MONOCACY SURGERY CENTER LLC,4991 NEW DESIGN RD SUITE 103,FREDERICK,MD,21703,,(301) 363-5858,,,,,,,,,,,,,,,,,4,,,,,
21C0001556,KAISER FOUNDATION HEALTH PLAN OF THE MID-ATLANTIC STATES INC,1221 MERCANTILE LANE,LARGO,MD,20774,,(301) 618-5500,97,3,0,98,93,6,1,96,88,11,1,95,84,14,2,94,,3024,692,23,01/01/2021,12/31/2021
21C0001560,SOUTH BALTIMORE COUNTY ASC LBN KAISER FOUNDATION HEALTH PLAN OF THE MID-ATLANTIC STATES INC,1701 TWIN SPRINGS RD,HALETHORPE,MD,21227,,(301) 816-2424,97,3,0,98,90,8,2,94,84,14,2,94,81,17,2,93,,3052,664,22,01/01/2021,12/31/2021
21C0001568,POINT OF ROCKS SURGERY CENTER LLC,1901 LOCKHOUSE DR,POINT OF ROCKS,MD,21777,,(301) 874-2211,,,,,,,,,,,,,,,,,4,,,,,
21C0001583,GLEN ECHO SURGERY CENTER,5550 FRIENDSHIP BLVD SUITE 100,CHEVY CHASE,MD,20815,,(240) 534-2972,,,,,,,,,,,,,,,,,4,,,,,
21C0001590,DIALYSIS ACCESS SERVICES LLC,1666 SULPHUR SPRINGS RD,BALTIMORE,MD,21227,,(410) 536-5400,97,3,0,98,90,8,2,94,92,6,2,96,85,12,3,93,,615,107,17,01/01/2021,12/31/2021
21C0001594,DIALYSIS ACCESS SERVICES LLC,2405 YORK RD SUITE 100,TIMONIUM,MD,21093,,(410) 536-5400,100,0,0,100,94,6,0,98,95,5,0,98,90,7,3,95,3,452,64,14,01/01/2021,12/31/2021
22C0001011,ARC WORCESTER CENTER LP DBA WORCESTER SURGICAL CENTER,300 GROVE ST,WORCESTER,MA,01605,,(508) 754-0700,98,2,0,99,93,5,2,96,89,10,1,95,85,14,1,95,,989,356,36,01/01/2021,12/31/2021
22C0001023,CATARACT AND LASER CENTER WEST LLC,171 INTERSTATE DR,WEST SPRINGFIELD,MA,01089,,(413) 737-5500,,,,,,,,,,,,,,,,,4,,,,,
23C0001020,SURGICAL CARE CENTER OF MICHIGAN,750 EAST BELTLINE NE,GRAND RAPIDS,MI,49525,,(616) 588-6520,96,4,0,98,86,11,3,91,85,13,2,94,85,14,1,95,,1136,319,29,01/01/2021,12/31/2021
23C0001027,LAKE LANSING ASC PARTNERS LLC,1707 LAKE LANSING RD,LANSING,MI,48912,,(517) 708-3363,98,2,0,99,92,7,1,96,93,6,1,96,88,11,1,95,,1973,637,32,01/01/2021,12/31/2021
23C0001031,GENESIS SURGERY CENTER,3400 E JOLLY RD,LANSING,MI,48910,,(517) 272-1063,98,2,0,99,93,6,1,96,92,7,1,96,86,14,0,95,,1386,416,37,01/01/2021,12/31/2021
23C0001053,EAST PARIS SURGICAL CENTER LLC,1000 EAST PARIS AVE S.E.,GRAND RAPIDS,MI,49546,,(616) 464-3430,94,5,1,97,89,9,2,94,84,12,4,93,85,12,3,94,,1236,317,26,01/01/2021,12/31/2021
23C0001080,WALKER SURGICAL CENTER LLC,3300 WALKER VIEW DR.,WALKER,MI,49544,,(616) 588-6560,98,2,0,99,92,6,2,95,91,7,2,95,91,7,2,96,,1012,295,29,01/01/2021,12/31/2021
23C0001085,TOWNE CENTRE SURGERY CENTER LLC,4599 TOWN CENTER RD.,SAGINAW,MI,48604,,(989) 497-3096,96,4,0,98,86,11,3,91,87,10,3,95,88,10,2,95,,1241,295,24,01/01/2021,12/31/2021
23C0001109,CLARKSTON SURGERY CENTER,5701 BOW POINTE DR,CLARKSTON,MI,48346,,(248) 922-4800,98,2,0,99,90,8,2,94,89,10,1,95,86,12,2,94,,1439,504,35,01/01/2021,12/31/2021
23C0001114,SURGICAL INSTITUTE OF MONROE,1051 SOUTH TELEGRAPH RD,MONROE,MI,48161,,(734) 244-5383,99,1,0,99,90,8,2,94,88,10,2,95,83,16,1,94,2,797,291,37,01/01/2021,12/31/2021
23C0001139,HEALTH POINTE,15100 WHITTAKER WAY,GRAND HAVEN,MI,49417,,(616) 935-6329,97,3,0,98,93,6,1,96,88,9,3,95,84,15,1,94,,1264,374,30,01/01/2021,12/31/2021
24C0001010,WILLMAR SURGERY CENTER,1320 SOUTH FIRST ST,WILLMAR,MN,56201,,(320) 235-6506,98,2,0,99,93,6,1,96,90,8,2,95,85,14,1,94,,2288,784,34,01/01/2021,12/31/2021
24C0001060,CENTRACARE SURGERY CENTER LLC,1900 CENTRACARE CIR,ST CLOUD,MN,56303,,(320) 229-4964,99,1,0,99,93,6,1,96,91,8,1,96,87,12,1,95,,2592,805,31,01/01/2021,12/31/2021
25C0001028,SOUTHERN SURGERY CENTER,3688 VETERANS MEMORIAL DR SUITE 100,HATTIESBURG,MS,39401,,(601) 554-7533,97,3,0,98,93,6,1,96,92,7,1,97,96,4,0,99,,1069,312,29,01/01/2021,12/31/2021
25C0001046,COLUMBUS ORTHOPAEDIC OUTPATIENT CENTER,640 LEIGH DR,COLUMBUS,MS,39705,,(662) 328-7123,97,2,1,98,91,7,2,94,90,8,2,96,90,8,2,96,,1678,492,29,01/01/2021,12/31/2021
25C0001058,CENTER FOR DIGESTIVE HEALTH LLC,589 GARFIELD ST,TUPELO,MS,38801,,(662) 377-4173,98,1,1,99,91,8,1,95,90,9,1,95,87,12,1,95,,1574,345,22,01/01/2021,12/31/2021
26C0001021,CREEKWOOD SURGERY CENTER LP,211 NORTHEAST 54TH ST SUITE 100,KANSAS CITY,MO,64118,,(816) 988-2553,96,4,0,98,93,6,1,96,92,6,2,95,86,12,2,94,,1584,461,29,01/01/2021,12/31/2021
26C0001028,SAINT LUKES GI DIAGNOSTICS LLC,4321 WASHINGTON STE. 5600,KANSAS CITY,MO,64111,,(816) 416-8353,92,7,1,96,89,9,2,94,83,14,3,92,83,14,3,93,,1515,427,28,01/01/2021,12/31/2021
26C0001060,SOUTH COUNTY OUTPATIENT ENDOSCOPY SERVICES LP DBA SOUTH COUNTY OUTPATIENT ENDOSCOPY SERVICES,5139 MATTIS RD  SUITE 100,ST LOUIS,MO,63128,,(314) 729-9780,98,2,0,99,93,6,1,96,91,8,1,96,88,11,1,95,,1126,464,41,01/01/2021,12/31/2021
26C0001061,DES PERES SQUARE SURGERY CENTER,1050 OLD DES PERES RD. STE. 150,ST LOUIS,MO,63131,,(314) 569-2918,96,3,1,98,90,8,2,94,86,12,2,94,83,14,3,93,,1193,432,36,01/01/2021,12/31/2021
26C0001066,MIDWEST DIGESTIVE HEALTH CENTER LLC,3601 NORTHEAST RALPH POWELL RD,LEES SUMMIT,MO,64064,,(816) 251-1255,99,1,0,100,94,5,1,96,95,4,1,97,93,7,0,98,,1144,333,29,01/01/2021,12/31/2021
26C0001069,BRIARCLIFF AMBULATORY SURGERY CENTER LP DBA BRIARCLIFF SURGERY CENTER,4150 NORTH MULBERRY DR SUITE 100,KANSAS CITY,MO,64116,,(816) 214-4364,98,2,0,99,94,5,1,97,91,7,2,95,86,11,3,94,,860,235,27,01/01/2021,12/31/2021
26C0001080,MID RIVERS SURGERY CENTER,5401 VETERANS MEMOIRAL PARKWAY,ST PETERS,MO,63376,,(636) 441-0906,97,2,1,98,93,6,1,96,91,7,2,95,86,11,3,94,,876,251,29,01/01/2021,12/31/2021
26C0001082,CHESTERFIELD SURGERY CENTER,17050 BAXTER RD SUITE 110,CHESTERFIELD,MO,63005,,(636) 537-0122,97,3,0,98,91,7,2,95,91,7,2,96,86,12,2,94,,1069,346,32,01/01/2021,12/31/2021
26C0001087,ADVANCED AMBULATORY SURGICAL CARE LP,"10448 OLD OLIVE ST RD, SUITE 100",CREVE COEUR,MO,63141,,(314) 743-8091,98,2,0,99,92,6,2,95,89,10,1,95,86,12,2,94,,1118,283,25,01/01/2021,12/31/2021
26C0001088,SURGERY CENTER OF COLUMBIA LP,305 NORTH KEENE ST SUITE 107,COLUMBIA,MO,65201,,(573) 256-6272,98,2,0,99,92,7,1,95,92,6,2,96,88,9,3,95,,557,230,41,01/01/2021,12/31/2021
26C0001097,RIVERSIDE AMBULATORY SURGERY CENTER,100 VILLAGE SQUARE,HAZELWOOD,MO,63042,,(314) 373-8931,97,3,0,98,92,6,2,95,85,13,2,95,83,16,1,94,,1206,346,29,01/01/2021,12/31/2021
26C0001099,MANCHESTER AMBULATORY SURGERY CENTER LP DBA MANCHESTER SURGERY CENTER,1040 OLD DES PERES RD,DES PERES,MO,63131,,(314) 775-2264,98,2,0,99,93,5,2,95,88,9,3,94,80,18,2,92,,918,264,29,01/01/2021,12/31/2021
26C0001109,WEBSTER AMBULATORY SURGERY CENTER LP,520 S. ELM AVE.,WEBSTER GROVES,MO,63119,,(314) 962-3464,99,1,0,100,93,6,1,96,91,8,1,96,85,13,2,94,,1021,297,29,01/01/2021,12/31/2021
26C0001112,FRONTENAC AMBULATORY SURGERY AND SPINE CARE CENTER LP DBA FRONTENAC SURGERY AND SPINE CARE CENTER,10435 CLAYTON RD SUITE 110,FRONTENAC,MO,63131,,(314) 995-3990,98,2,0,99,91,7,2,94,90,9,1,95,88,11,1,95,,1224,347,28,01/01/2021,12/31/2021
26C0001116,GATEWAY ENDOSCOPY CENTER LP,12855 N. 40 DR. STE. 150,ST LOUIS,MO,63141,,(314) 336-1130,99,1,0,100,94,5,1,96,96,3,1,98,94,5,1,98,,1165,459,39,01/01/2021,12/31/2021
26C0001117,TWIN CITIES AMBULATORY SURGERY CENTER LP,1101 W. GANNON DR.,FESTUS,MO,63028,,(636) 931-5997,97,3,0,99,92,6,2,95,89,9,2,95,83,14,3,93,,874,331,38,01/01/2021,12/31/2021
26C0001138,OLD TESSON SURGERY CENTER,12639 OLD TESSON SUITE 130,ST. LOUIS,MO,63128,,(314) 748-4225,98,2,0,99,91,7,2,95,91,7,2,95,87,12,1,95,,946,389,41,01/01/2021,12/31/2021
26C0001148,EMERSON SURGERY CENTER LLC,"633 EMERSON RD, SUITE 140",ST LOUIS,MO,63141,,(314) 991-9922,98,1,1,99,92,7,1,95,92,6,2,96,88,10,2,95,,1430,468,33,01/01/2021,12/31/2021
26C0001157,NORTH CAMPUS SURGERY CENTER LLC,"633 EMERSON RD., SUITE 120",CREVE COEUR,MO,63141,,(314) 991-2090,99,1,0,99,93,6,1,96,91,9,0,97,91,8,1,96,,828,210,25,01/01/2021,12/31/2021
26C0001162,TOTAL JOINT CENTER OF THE NORTHLAND,200 NORTHEAST 54TH ST SUITE 200,KANSAS CITY,MO,64118,,(816) 499-8500,99,1,0,99,94,5,1,97,96,4,0,98,92,7,1,97,,372,192,52,01/01/2021,12/31/2021
26C0001167,ADVANCED SURGICAL CARE OF ST. LOUIS LLC,232 MAYFAIR PLAZA SHOPPING CENTER,FLORISSANT,MO,63033,,(314) 736-4344,,,,,,,,,,,,,,,,,4,,,,,
27C0001020,YELLOWSTONE SURGERY CENTER LLC,1144 N. 28TH ST.,BILLINGS,MT,59101,,(406) 237-5900,96,3,1,98,89,9,2,93,88,11,1,95,88,10,2,95,,1644,401,24,01/01/2021,12/31/2021
27C0001029,WEST BOZEMAN SURGERY CENTER LLC DBA BOZEMAN OUTPATIENT SURGERY CENTER,875 SOUTH COTTONWOOD ROAD SUITE 100,BOZEMAN,MT,59718,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
28C0001032,NORTH PLATTE SURGERY CENTER LLC,621 WEST FRANCIS ST,NORTH PLATTE,NE,69101,,(308) 534-5400,98,2,0,99,91,8,1,95,87,11,2,94,86,12,2,94,,1673,505,30,01/01/2021,12/31/2021
29C0001036,PARKWAY SURGERY CENTER,100 NORTH GREEN VALLEY PARKWAY SUITE 125,HENDERSON,NV,89074,,(702) 616-4950,97,3,0,98,90,8,2,94,87,11,2,95,86,12,2,95,,1491,311,21,01/01/2021,12/31/2021
29C0001073,DURANGO OUTPATIENT SURGERY CENTER,8530 WEST SUNSET RD SUITE 100,LAS VEGAS,NV,89113,,(702) 789-5700,98,2,0,99,90,8,2,94,89,10,1,96,89,10,1,96,,1430,264,18,01/01/2021,12/31/2021
