"Facility ID","Facility Name","Address","City","State","ZIP Code","County","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
100176,PALM BEACH GARDENS MEDICAL CENTER,3360 BURNS RD,PALM BEACH GARDENS,FL,33410,Palm Beach,(561) 622-1411,95,4,1,97,86,11,3,92,80,15,5,91,74,22,4,90,,1930,568,29,01/01/2021,12/31/2021
100177,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CAUSEWAY,COCOA BEACH,FL,32932,Brevard,(321) 799-7111,98,2,0,99,93,6,1,96,90,8,2,95,89,10,1,96,,2501,728,29,01/01/2021,12/31/2021
100181,LARKIN COMMUNITY HOSPITAL,7031 SW 62ND AVE,SOUTH MIAMI,FL,33143,Miami-Dade,(305) 284-7500,89,7,4,93,84,10,6,89,71,16,13,85,64,20,16,80,,1003,137,14,01/01/2021,12/31/2021
100183,STEWARD CORAL GABLES HOSPITAL,3100 DOUGLAS RD,CORAL GABLES,FL,33134,Miami-Dade,(305) 445-8461,,,,,,,,,,,,,,,,,4,,,,,
100187,STEWARD PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,HIALEAH,FL,33016,Miami-Dade,(305) 823-5000,,,,,,,,,,,,,,,,,4,,,,,
100200,BROWARD HEALTH IMPERIAL POINT,6401 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,Broward,(954) 776-8500,96,3,1,98,88,8,4,92,88,9,3,94,88,10,2,95,,2121,514,24,01/01/2021,12/31/2021
100258,DELRAY MEDICAL CENTER,5352 LINTON BLVD,DELRAY BEACH,FL,33484,Palm Beach,(561) 498-4440,91,7,2,95,82,11,7,88,72,21,7,89,68,26,6,86,,1854,541,29,01/01/2021,12/31/2021
100268,WEST BOCA MEDICAL CENTER,21644 STATE RD 7,BOCA RATON,FL,33428,Palm Beach,(561) 488-8100,93,5,2,96,86,10,4,91,77,17,6,91,74,21,5,89,,2059,419,20,01/01/2021,12/31/2021
100275,WELLINGTON REGIONAL MEDICAL CENTER,10101 FOREST HILL BLVD,WELLINGTON,FL,33414,Palm Beach,(561) 798-8500,95,4,1,97,86,11,3,92,81,16,3,93,81,17,2,93,,1524,323,21,01/01/2021,12/31/2021
100276,BROWARD HEALTH CORAL SPRINGS,3000 CORAL HILLS DR,CORAL SPRINGS,FL,33065,Broward,(954) 344-3121,96,3,1,97,90,7,3,94,83,15,2,94,82,15,3,92,,2899,424,15,01/01/2021,12/31/2021
100287,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,WEST PALM BEACH,FL,33401,Palm Beach,(561) 655-5511,94,4,2,96,84,12,4,90,81,14,5,92,78,17,5,90,,1942,481,25,01/01/2021,12/31/2021
100288,ST MARY'S MEDICAL CENTER,901 45TH ST,WEST PALM BEACH,FL,33407,Palm Beach,(561) 840-6202,94,5,1,97,89,9,2,94,81,16,3,93,82,15,3,92,,1742,358,21,01/01/2021,12/31/2021
100299,LAKEWOOD RANCH MEDICAL CENTER,8330 LAKEWOOD RANCH BLVD,BRADENTON,FL,34202,Manatee,(941) 782-2100,95,4,1,97,86,11,3,91,82,13,5,92,80,17,3,92,,1325,436,33,01/01/2021,12/31/2021
100315,VIERA HOSPITAL,8745 N WICKHAM RD,MELBOURNE,FL,32940,Brevard,(321) 434-9000,98,2,0,99,92,7,1,95,90,8,2,95,90,9,1,96,,3277,1022,31,01/01/2021,12/31/2021
100316,PALM BAY HOSPITAL,"1425 MALABAR RD, NE",PALM BAY,FL,32907,Brevard,(321) 434-8000,97,3,0,98,94,5,1,96,89,9,2,95,85,13,2,94,,2754,750,27,01/01/2021,12/31/2021
110018,PIEDMONT NEWTON HOSPITAL,5126 HOSPITAL DRIVE NE,COVINGTON,GA,30014,Newton,(770) 786-7053,97,2,1,98,92,6,2,95,86,12,2,94,83,15,2,93,,2104,366,17,01/01/2021,12/31/2021
110024,CANDLER HOSPITAL,5353 REYNOLDS STREET,SAVANNAH,GA,31412,Chatham,(912) 819-6000,,,,,,,,,,,,,,,,,4,,,,,
110028,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,Richmond,(706) 722-9011,96,4,0,98,91,7,2,95,88,10,2,95,89,10,1,96,,1823,513,28,01/01/2021,12/31/2021
110034,AU MEDICAL CENTER,1120 15TH STREET,AUGUSTA,GA,30912,Richmond,(706) 721-6569,95,5,0,98,100,0,0,100,60,10,30,81,86,14,0,96,1;2,33,4,12,01/01/2021,12/31/2021
110041,HABERSHAM COUNTY MEDICAL CTR,541 HISTORIC HIGHWAY 441-NORTH,DEMOREST,GA,30535,Habersham,(706) 754-2161,97,2,1,98,90,8,2,94,85,14,1,95,87,12,1,96,,1184,159,14,01/01/2021,12/31/2021
110043,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,Chatham,(912) 819-4100,,,,,,,,,,,,,,,,,4,,,,,
110046,PIEDMONT WALTON HOSPITAL,2151 W SPRING STREET,MONROE,GA,30655,Walton,(770) 267-8461,97,3,0,98,91,7,2,94,83,15,2,93,79,20,1,92,,1827,461,25,01/01/2021,12/31/2021
110064,PIEDMONT COLUMBUS REGIONAL MIDTOWN,710 CENTER STREET,COLUMBUS,GA,31901,Muscogee,(706) 571-1000,94,5,1,96,87,10,3,92,82,15,3,93,78,20,2,92,,972,145,15,01/01/2021,12/31/2021
110073,DORMINY MEDICAL CENTER,200 PERRY HOUSE ROAD,FITZGERALD,GA,31750,Ben Hill,(229) 424-7100,98,2,0,99,93,6,1,96,88,10,2,95,89,10,1,96,,380,107,29,01/01/2021,12/31/2021
110074,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,Clarke,(706) 475-7000,96,3,1,98,90,7,3,94,86,13,1,94,85,14,1,95,,2316,527,23,01/01/2021,12/31/2021
110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,Fulton,(404) 605-5000,96,3,1,98,91,7,2,94,89,8,3,94,85,12,3,93,,1862,397,21,01/01/2021,12/31/2021
110091,PIEDMONT ROCKDALE HOSPITAL,"1412 MILSTEAD AVENUE, NE",CONYERS,GA,30012,Rockdale,(770) 918-3000,97,3,0,98,93,6,1,96,81,17,2,93,75,24,1,91,,1792,316,18,01/01/2021,12/31/2021
110095,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,Tift,(229) 382-7120,96,4,0,98,93,7,0,96,87,12,1,96,88,10,2,95,3,885,96,12,01/01/2021,12/31/2021
110111,UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,2460 WASHINGTON ROAD,THOMSON,GA,30824,McDuffie,(706) 595-1411,98,2,0,99,95,4,1,97,86,12,2,94,83,15,2,93,,1535,400,26,01/01/2021,12/31/2021
110122,SOUTH GEORGIA MEDICAL CENTER,2501 NORTH PATTERSON STREET,VALDOSTA,GA,31602,Lowndes,(229) 333-1020,97,3,0,98,90,8,2,94,85,13,2,94,81,17,2,93,,2115,334,18,01/01/2021,12/31/2021
110124,WAYNE MEMORIAL HOSPITAL,865 SOUTH FIRST STREET,JESUP,GA,31545,Wayne,(912) 530-3302,96,4,0,98,92,6,2,95,84,14,2,94,81,16,3,92,,1219,292,24,01/01/2021,12/31/2021
110132,MEMORIAL HOSPITAL AND MANOR,1500 E SHOTWELL STREET,BAINBRIDGE,GA,39819,Decatur,(229) 246-3500,,,,,,,,,,,,,,,,,4,,,,,
110135,TAYLOR REGIONAL HOSPITAL,222 PERRY HWY,HAWKINSVILLE,GA,31036,Pulaski,(478) 783-0200,98,2,0,99,92,7,1,95,86,12,2,94,86,12,2,94,,1129,270,25,01/01/2021,12/31/2021
110191,PIEDMONT HENRY HOSPITAL,1133 EAGLE'S LANDING PARKWAY,STOCKBRIDGE,GA,30281,Henry,(678) 604-1000,96,3,1,98,90,8,2,94,84,14,2,94,75,22,3,90,,1849,343,19,01/01/2021,12/31/2021
110194,DONALSONVILLE HOSPITAL INC,102 HOSPITAL CIR,DONALSONVILLE,GA,39845,Seminole,(229) 524-5217,97,3,0,98,93,6,1,96,87,12,1,95,89,9,2,95,,461,125,27,01/01/2021,12/31/2021
110200,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,100 FRIST COURT,COLUMBUS,GA,31909,Muscogee,(706) 494-2101,97,2,1,98,89,9,2,93,86,12,2,94,88,10,2,94,,2024,467,23,01/01/2021,12/31/2021
110215,PIEDMONT FAYETTE HOSPITAL,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,30214,Fayette,(770) 719-7000,97,3,0,98,90,8,2,94,86,11,3,94,86,13,1,95,,1953,479,25,01/01/2021,12/31/2021
110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,1266 HIGHWAY 515 SOUTH,JASPER,GA,30143,Pickens,(706) 301-5269,97,2,1,98,91,7,2,94,87,11,2,94,87,11,2,95,,1626,417,26,01/01/2021,12/31/2021
110229,"PIEDMONT NEWNAN HOSPITAL, INC",745 POPLAR ROAD,NEWNAN,GA,30265,Coweta,(770) 400-2300,98,2,0,99,91,7,2,95,89,10,1,95,88,12,0,96,,1860,402,22,01/01/2021,12/31/2021
110233,SOUTHEASTERN REGIONAL MEDICAL CENTER,600 CELEBRATE LIFE PARKWAY NORTH,NEWNAN,GA,30265,Coweta,(404) 844-8334,99,1,0,99,94,5,1,96,94,6,0,97,94,5,1,98,,2385,586,25,01/01/2021,12/31/2021
111306,EFFINGHAM HEALTH SYSTEM,459 GA HIGHWAY 119 SOUTH,SPRINGFIELD,GA,31329,Effingham,(912) 754-0160,97,3,0,99,90,7,3,94,86,12,2,94,82,16,2,93,,1357,326,25,01/01/2021,12/31/2021
111312,OPTIM MEDICAL CENTER - SCREVEN,215 MIMS ROAD,SYLVANIA,GA,30467,Screven,(912) 564-7426,,,,,,,,,,,,,,,,,4,,,,,
111323,OPTIM MEDICAL CENTER - TATTNALL,247 S MAIN STREET,REIDSVILLE,GA,30453,Tattnall,(912) 557-1000,,,,,,,,,,,,,,,,,4,,,,,
111337,ELBERT MEMORIAL HOSPITAL,4 MEDICAL DRIVE,ELBERTON,GA,30635,Elbert,(706) 213-2535,97,3,0,99,94,5,1,96,87,13,0,95,77,23,0,93,2,399,108,27,01/01/2021,12/31/2021
120001,THE QUEENS MEDICAL CENTER,1301 PUNCHBOWL ST,HONOLULU,HI,96813,Honolulu,(808) 538-9011,96,4,0,98,90,8,2,94,87,10,3,94,87,11,2,95,,3162,962,31,01/01/2021,12/31/2021
120005,HILO MEDICAL CENTER,1190 WAIANUENUE AVENUE,HILO,HI,96720,Hawaii,(808) 932-3000,97,3,0,99,91,8,1,95,82,16,2,93,81,18,1,93,,868,230,27,01/01/2021,12/31/2021
120011,KAISER FOUNDATION HOSPITAL,3288 MOANALUA RD,HONOLULU,HI,96819,Honolulu,(808) 432-0000,98,2,0,99,92,7,1,96,89,9,2,95,86,13,1,95,,3594,1059,31,01/01/2021,12/31/2021
120019,KONA COMMUNITY HOSPITAL,79-1019 HAUKAPILA STREET,KEALAKEKUA,HI,96750,Hawaii,(808) 322-9311,94,6,0,97,83,13,4,89,68,24,8,89,69,27,4,88,,617,160,26,01/01/2021,12/31/2021
120028,"NORTH HAWAII COMMUNITY HOSPITAL, INC",67 1125 MAMALAHOA HIGHWAY,KAMUELA,HI,96743,Hawaii,(808) 885-4444,97,3,0,98,91,8,1,95,86,12,2,94,92,7,1,97,,1083,290,27,01/01/2021,12/31/2021
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,801 POLE LINE ROAD WEST,TWIN FALLS,ID,83301,Twin Falls,(208) 814-1000,96,3,1,98,90,9,1,94,85,12,3,93,78,20,2,92,,1972,443,22,01/01/2021,12/31/2021
130006,ST LUKE'S REGIONAL MEDICAL CENTER,190 EAST BANNOCK STREET,BOISE,ID,83712,Ada,(208) 381-2222,97,2,1,98,90,9,1,94,88,10,2,94,86,13,1,95,,2577,727,28,01/01/2021,12/31/2021
130049,KOOTENAI HEALTH,2003 KOOTENAI HEALTH WAY,COEUR D'ALENE,ID,83814,Kootenai,(208) 625-4000,97,3,0,98,92,7,1,95,89,9,2,95,84,14,2,94,,2721,782,29,01/01/2021,12/31/2021
130063,TREASURE VALLEY HOSPITAL,8800 WEST EMERALD STREET,BOISE,ID,83704,Ada,(208) 373-5000,98,2,0,99,91,7,2,95,91,8,1,96,91,8,1,96,,5083,1672,33,01/01/2021,12/31/2021
130065,MOUNTAIN VIEW HOSPITAL,2325 CORONADO STREET,IDAHO FALLS,ID,83404,Bonneville,(208) 557-2700,96,4,0,98,91,7,2,95,86,12,2,94,87,11,2,95,,1946,450,24,01/01/2021,12/31/2021
130071,ST LUKE'S NAMPA MEDICAL CENTER,9850 WEST ST LUKES DRIVE,NAMPA,ID,83687,Canyon,(208) 505-2000,97,3,0,99,90,8,2,94,89,9,2,95,89,11,0,96,,2688,683,25,01/01/2021,12/31/2021
131305,STEELE MEMORIAL MEDICAL CENTER,203 SOUTH DAISY STREET,SALMON,ID,83467,Lemhi,(208) 756-5600,95,4,1,97,95,5,0,97,85,11,4,93,79,18,3,91,,665,180,27,01/01/2021,12/31/2021
131307,WEISER MEMORIAL HOSPITAL,645 EAST 5TH STREET,WEISER,ID,83672,Washington,(208) 549-0370,96,4,0,98,89,10,1,94,78,20,2,92,75,24,1,91,,310,103,33,01/01/2021,12/31/2021
131317,BENEWAH COMMUNITY HOSPITAL,229 SOUTH 7TH STREET,ST MARIES,ID,83861,Benewah,(208) 245-5551,99,1,0,100,91,9,0,96,91,9,0,96,94,6,0,98,3,146,26,18,01/01/2021,12/31/2021
131318,VALOR HEALTH,1202 EAST LOCUST STREET,EMMETT,ID,83617,Gem,(208) 365-3561,95,4,1,97,93,6,1,96,86,14,0,94,80,19,1,93,,484,129,27,01/01/2021,12/31/2021
131319,MINIDOKA MEMORIAL HOSPITAL,1224 8TH STREET,RUPERT,ID,83350,Minidoka,(208) 436-0481,97,3,0,98,89,9,2,94,84,15,1,94,82,17,1,93,,1161,329,28,01/01/2021,12/31/2021
131320,CLEARWATER VALLEY HOSPITAL & CLINICS,301 CEDAR STREET,OROFINO,ID,83544,Clearwater,(208) 476-4555,94,5,1,96,86,12,2,92,70,28,2,90,67,31,2,88,2;3,231,87,38,01/01/2021,12/31/2021
131321,ST MARYS HOSPITAL AND CLINICS,701 LEWISTON ST,COTTONWOOD,ID,83522,Idaho,(208) 962-3251,94,6,0,97,86,13,1,93,78,19,3,92,74,26,0,91,3,260,92,35,01/01/2021,12/31/2021
131326,CASSIA REGIONAL HOSPITAL,1501 HILAND AVENUE,BURLEY,ID,83318,Cassia,(208) 678-4444,97,3,0,99,94,5,1,97,81,16,3,92,74,25,1,91,,870,194,22,01/01/2021,12/31/2021
131327,GRITMAN MEDICAL CENTER,700 SOUTH MAIN STREET,MOSCOW,ID,83843,Latah,(208) 882-4511,96,4,0,98,88,10,2,93,76,22,2,92,77,21,2,91,,1142,362,32,01/01/2021,12/31/2021
140013,PROCTOR HOSPITAL,5409 N KNOXVILLE AVE,PEORIA,IL,61614,La Salle,(309) 691-1000,98,2,0,99,91,8,1,95,88,10,2,94,84,14,2,94,,1837,648,35,01/01/2021,12/31/2021
140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,Cook,(773) 542-2000,93,6,1,96,89,8,3,93,77,18,5,91,65,32,3,87,,2901,190,7,01/01/2021,12/31/2021
140019,HSHS GOOD SHEPHERD HOSPITAL,200 S CEDAR ST,SHELBYVILLE,IL,62565,Shelby,(217) 774-3961,98,2,0,99,90,8,2,94,83,14,3,93,70,28,2,89,3,281,65,24,01/01/2021,12/31/2021
140032,ST ANTHONYS MEMORIAL HOSPITAL,503 N MAPLE STREET,EFFINGHAM,IL,62401,Effingham,(217) 342-2121,98,2,0,99,92,7,1,96,86,12,2,94,73,25,2,90,,3344,1050,32,01/01/2021,12/31/2021
140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,400 NORTH PLEASANT AVENUE,CENTRALIA,IL,62801,Marion,(618) 436-8000,98,2,0,99,91,6,3,94,90,8,2,95,82,17,1,93,,1408,310,22,01/01/2021,12/31/2021
140046,SSM HEALTH - GOOD SAMARITAN HOSPITAL,1 GOOD SAMARITAN WAY,MOUNT VERNON,IL,62864,Jefferson,(618) 899-1469,98,2,0,99,94,5,1,97,87,12,1,95,83,16,1,94,,2328,568,24,01/01/2021,12/31/2021
140053,ST JOHNS HOSPITAL,800 E CARPENTER ST,SPRINGFIELD,IL,62769,Sangamon,(217) 544-6464,96,4,0,98,91,8,1,95,88,10,2,94,85,14,1,94,,8456,2504,31,01/01/2021,12/31/2021
140054,MACNEAL  HOSPITAL,3249 SOUTH OAK PARK AVENUE,BERWYN,IL,60402,Cook,(708) 783-9100,97,3,0,98,90,8,2,94,82,14,4,92,74,22,4,90,,4159,838,20,01/01/2021,12/31/2021
140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,Cook,(773) 702-1000,97,3,0,99,91,7,2,95,88,11,1,95,87,11,2,95,,1834,342,19,01/01/2021,12/31/2021
140095,SAINT ANTHONY HOSPITAL,2875 WEST 19TH STREET,CHICAGO,IL,60623,Cook,(773) 521-1710,96,3,1,98,89,9,2,93,87,10,3,94,75,24,1,91,,1166,154,13,01/01/2021,12/31/2021
140100,MIDWESTERN REGION MED CENTER,2520 ELISHA AVENUE,ZION,IL,60099,Lake,(847) 872-4561,99,1,0,99,95,4,1,97,97,2,1,98,96,4,0,98,,1590,432,27,01/01/2021,12/31/2021
140103,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,60621,Cook,(773) 962-3900,94,5,1,97,85,9,6,89,74,18,8,89,56,38,6,82,,1064,143,13,01/01/2021,12/31/2021
140120,PEKIN MEMORIAL HOSPITAL,600 SOUTH 13TH STREET,PEKIN,IL,61554,Tazewell,(309) 347-1151,97,3,0,98,90,8,2,94,83,15,2,93,76,22,2,91,,2880,745,26,01/01/2021,12/31/2021
140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,Cook,(773) 884-9000,98,2,0,99,80,13,7,87,74,22,4,90,67,33,0,89,3,252,30,12,01/01/2021,12/31/2021
140137,HSHS HOLY FAMILY HOSPITAL INC,200 HEALTH CARE DR,GREENVILLE,IL,62246,Bond,(618) 664-1230,97,3,0,99,95,4,1,97,89,9,2,94,82,17,1,93,,454,149,33,01/01/2021,12/31/2021
140143,ST MARGARETS HOSPITAL,600 E 1ST ST,SPRING VALLEY,IL,61362,Bureau,(815) 664-5311,98,2,0,99,90,8,2,94,84,13,3,93,80,19,1,93,2,464,149,33,01/01/2021,12/31/2021
140145,ST JOSEPHS HOSPITAL,9515 HOLY CROSS LN,BREESE,IL,62230,Clinton,(618) 526-4511,99,1,0,99,95,4,1,97,93,6,1,96,87,12,1,95,,2066,699,34,01/01/2021,12/31/2021
140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,Cook,(312) 996-3900,94,5,1,97,91,7,2,94,79,17,4,92,76,19,5,90,,6499,856,13,01/01/2021,12/31/2021
140166,ST MARYS HOSPITAL,1800 E LAKE SHORE DR,DECATUR,IL,62521,Macon,(217) 464-2966,96,3,1,98,89,9,2,93,83,14,3,93,81,17,2,93,,3104,729,24,01/01/2021,12/31/2021
140172,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,IL,60461,Cook,(708) 747-4000,98,2,0,99,92,7,1,96,86,12,2,94,79,19,2,92,2,1256,312,26,01/01/2021,12/31/2021
140187,HSHS ST ELIZABETH'S HOSPITAL,ONE ST ELIZABETH BOULEVARD,O FALLON,IL,62269,Saint Clair,(618) 234-2120,97,3,0,98,92,7,1,96,89,9,2,95,86,12,2,94,,9451,2634,29,01/01/2021,12/31/2021
140189,SARAH BUSH LINCOLN HEALTH CENTER,1000 HEALTH CENTER DRIVE,MATTOON,IL,61938,Coles,(217) 258-2572,99,1,0,99,95,4,1,97,93,6,1,96,88,11,1,96,,2143,667,31,01/01/2021,12/31/2021
140191,INGALLS MEMORIAL HOSPITAL,1 INGALLS DRIVE,HARVEY,IL,60426,Cook,(708) 333-2300,97,3,0,98,93,6,1,96,86,13,1,95,74,23,3,89,3,466,94,21,01/01/2021,12/31/2021
140200,ELMHURST MEMORIAL HOSPITAL,155 EAST BRUSH HILL ROAD,ELMHURST,IL,60126,DuPage,(331) 221-0130,97,3,0,98,92,7,1,95,91,8,1,96,88,10,2,95,,4374,1066,24,01/01/2021,12/31/2021
140209,METHODIST MEDICAL CENTER OF ILLINOIS,221 N E GLEN OAK AVE,PEORIA,IL,61636,Peoria,(309) 672-5522,96,3,1,97,92,7,1,95,84,13,3,93,78,20,2,92,,2410,620,26,01/01/2021,12/31/2021
140231,EDWARD HOSPITAL,801 SOUTH WASHINGTON,NAPERVILLE,IL,60540,DuPage,(630) 527-3000,97,3,0,98,91,7,2,94,90,8,2,95,87,11,2,95,,4518,1134,25,01/01/2021,12/31/2021
140280,TRINITY ROCK ISLAND,2701 17TH ST,ROCK ISLAND,IL,61201,Rock Island,(309) 779-5000,96,3,1,98,90,8,2,94,85,12,3,93,79,19,2,92,,3336,761,29,01/01/2021,12/31/2021
141336,ST JOSEPH'S HOSPITAL,12866 TROXLER AVENUE,HIGHLAND,IL,62249,Madison,(618) 651-2600,98,2,0,99,95,4,1,97,93,6,1,96,85,14,1,95,,1271,422,33,01/01/2021,12/31/2021
141337,OSF SAINT CLARE MEDICAL CENTER,530 PARK AVENUE EAST,PRINCETON,IL,61356,Bureau,(815) 875-2811,,,,,,,,,,,,,,,,,4,,,,,
141343,CRAWFORD MEMORIAL HOSPITAL,1000 NORTH ALLEN STREET,ROBINSON,IL,62454,Crawford,(618) 544-3131,99,1,0,100,98,2,0,99,93,7,0,97,88,12,0,96,,955,263,29,01/01/2021,12/31/2021
141350,ST FRANCIS HOSPITAL,1215 FRANCISCAN DR,LITCHFIELD,IL,62056,Montgomery,(217) 324-2191,98,2,0,99,95,5,0,97,88,10,2,95,83,16,1,94,,1287,408,32,01/01/2021,12/31/2021
150002,METHODIST HOSPITALS INC,600 GRANT ST,GARY,IN,46402,Lake,(219) 886-4000,93,7,0,97,85,15,0,93,85,12,3,95,86,10,4,92,3,379,29,12,01/01/2021,12/31/2021
150004,FRANCISCAN HEALTH HAMMOND,5454 HOHMAN AVE,HAMMOND,IN,46320,Lake,(219) 932-2300,,,,,,,,,,,,,,,,,4,,,,,
150005,HENDRICKS REGIONAL HEALTH,1000 E MAIN ST,DANVILLE,IN,46122,Hendricks,(317) 745-4451,98,2,0,99,93,6,1,96,92,7,1,96,94,5,1,98,,5783,819,14,01/01/2021,12/31/2021
150015,FRANCISCAN HEALTH MICHIGAN CITY,3500 FRANCISCAN WAY,MICHIGAN CITY,IN,46360,LaPorte,(219) 879-8511,99,1,0,99,92,6,2,95,90,9,1,96,88,11,1,95,2,5157,1458,29,01/01/2021,12/31/2021
150022,FRANCISCAN HEALTH CRAWFORDSVILLE,1710 LAFAYETTE RD,CRAWFORDSVILLE,IN,47933,Montgomery,(765) 362-2800,99,1,0,99,95,4,1,97,90,9,1,95,84,14,2,94,2,714,221,33,01/01/2021,12/31/2021
150030,HENRY COUNTY MEMORIAL HOSPITAL,1000 N 16TH ST,NEW CASTLE,IN,47362,Henry,(765) 521-0890,98,2,0,99,95,4,1,97,91,8,1,96,84,14,2,94,,1572,565,36,01/01/2021,12/31/2021
150069,KING'S DAUGHTERS' HEALTH,1373 EAST SR 62,MADISON,IN,47250,Jefferson,(812) 801-0105,96,3,1,98,92,7,1,95,86,11,3,93,75,22,3,91,,1619,391,24,01/01/2021,12/31/2021
150086,ST ELIZABETH DEARBORN HOSPITAL,600 WILSON CREEK RD,LAWRENCEBURG,IN,47025,Dearborn,(812) 537-1010,,,,,,,,,,,,,,,,,4,,,,,
150090,FRANCISCAN HEALTH DYER,24 JOLIET ST,DYER,IN,46311,Lake,(219) 865-2141,97,3,0,99,89,9,2,94,83,14,3,93,74,24,2,91,2,704,152,22,01/01/2021,12/31/2021
150109,FRANCISCAN HEALTH LAFAYETTE,1701 S CREASY LN,LAFAYETTE,IN,47905,Tippecanoe,(765) 502-4334,96,4,0,98,93,6,1,96,92,8,0,96,89,10,1,96,2,666,209,32,01/01/2021,12/31/2021
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,800 W 9TH ST,JASPER,IN,47546,Dubois,(812) 996-2345,97,3,0,99,90,9,1,94,85,13,2,94,80,19,1,93,,1962,597,34,01/01/2021,12/31/2021
150126,FRANCISCAN HEALTH CROWN POINT,1201 S MAIN ST,CROWN POINT,IN,46307,Lake,(219) 757-6100,99,1,0,99,90,8,2,94,88,10,2,95,79,18,3,92,2,1802,485,28,01/01/2021,12/31/2021
150160,ORTHOINDY HOSPITAL,8400 NORTHWEST BLVD,INDIANAPOLIS,IN,46278,Marion,(317) 956-1000,97,3,0,98,90,8,2,94,93,6,1,96,92,7,1,97,,1637,558,34,01/01/2021,12/31/2021
150162,FRANCISCAN HEALTH INDIANAPOLIS,8111 S EMERSON AVE,INDIANAPOLIS,IN,46237,Marion,(317) 528-5000,98,2,0,99,93,6,1,96,92,7,1,96,89,10,1,96,2,5666,1114,23,01/01/2021,12/31/2021
150165,FRANCISCAN HEALTH MUNSTER,701 SUPERIOR AVE,MUNSTER,IN,46321,Lake,(219) 922-4200,97,3,0,98,90,9,1,94,89,9,2,95,83,15,2,93,2,2528,728,30,01/01/2021,12/31/2021
150166,PINNACLE HOSPITAL,9301 CONNECTICUT DR,CROWN POINT,IN,46307,Lake,(219) 756-2100,97,2,1,98,89,9,2,94,86,13,1,94,78,19,3,91,,609,163,27,01/01/2021,12/31/2021
151317,GREENE COUNTY GENERAL HOSPITAL,1185 N 1000 W,LINTON,IN,47441,Greene,(812) 847-2281,97,3,0,98,92,6,2,95,86,12,2,94,81,19,0,94,,629,150,24,01/01/2021,12/31/2021
151324,"FRANCISCAN HEALTH RENSSELAER, INC",1104 E GRACE ST,RENSSELAER,IN,47978,Jasper,(219) 866-5141,99,1,0,99,88,8,4,92,80,18,2,93,80,19,1,93,2;3,357,93,28,01/01/2021,12/31/2021
151327,SULLIVAN COUNTY COMMUNITY HOSPITAL,2200 N SECTION ST,SULLIVAN,IN,47882,Sullivan,(812) 268-4311,99,1,0,100,94,5,1,97,94,6,0,96,88,12,0,96,,1598,422,28,01/01/2021,12/31/2021
