Fiscal Year,Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Achievement Threshold,MORT-30-AMI Benchmark,MORT-30-AMI Baseline Rate,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Achievement Threshold,MORT-30-HF Benchmark,MORT-30-HF Baseline Rate,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Achievement Threshold,MORT-30-PN Benchmark,MORT-30-PN Baseline Rate,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,MORT-30-COPD Achievement Threshold,MORT-30-COPD Benchmark,MORT-30-COPD Baseline Rate,MORT-30-COPD Performance Rate,MORT-30-COPD Achievement Points,MORT-30-COPD Improvement Points,MORT-30-COPD Measure Score,MORT-30-CABG Achievement Threshold,MORT-30-CABG Benchmark,MORT-30-CABG Baseline Rate,MORT-30-CABG Performance Rate,MORT-30-CABG Achievement Points,MORT-30-CABG Improvement Points,MORT-30-CABG Measure Score,COMP-HIP-KNEE Achievement Threshold,COMP-HIP-KNEE Benchmark,COMP-HIP-KNEE Baseline Rate,COMP-HIP-KNEE Performance Rate,COMP-HIP-KNEE Achievement Points,COMP-HIP-KNEE Improvement Points,COMP-HIP-KNEE Measure Score
2023,040114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,9601 INTERSTATE,LITTLE ROCK,AR,72205,PULASKI,0.866548,0.885499,0.841910,0.866844,1 out of 10,5 out of 9,5 out of 10,0.881939,0.906798,0.864248,0.852650,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.820580,0.812635,Not Available,Not Available,Not Available,0.919769,0.936349,0.898783,0.908861,0 out of 10,2 out of 9,2 out of 10,0.968747,0.979620,0.946789,0.975944,6 out of 10,8 out of 9,8 out of 10,0.027428,0.019779,0.033461,0.036571,0 out of 10,0 out of 9,0 out of 10
2023,040118,"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC. ",4800 EAST JOHNSON AVENUE,JONESBORO,AR,72405,CRAIGHEAD,0.866548,0.885499,0.871319,0.865661,0 out of 10,0 out of 9,0 out of 10,0.881939,0.906798,0.866672,0.885821,2 out of 10,4 out of 9,4 out of 10,0.840138,0.871741,0.857305,0.835421,Not Available,Not Available,Not Available,0.919769,0.936349,0.915585,0.909137,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.969492,0.966142,0 out of 10,0 out of 9,0 out of 10,0.027428,0.019779,0.040056,0.029097,0 out of 10,5 out of 9,5 out of 10
2023,040119,WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,BATESVILLE,AR,72503,INDEPENDENCE,0.866548,0.885499,0.856410,0.859029,0 out of 10,0 out of 9,0 out of 10,0.881939,0.906798,0.849807,0.872189,0 out of 10,3 out of 9,3 out of 10,0.840138,0.871741,0.844384,0.818954,Not Available,Not Available,Not Available,0.919769,0.936349,0.908411,0.902993,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.025512,0.021870,7 out of 10,6 out of 9,7 out of 10
2023,040134,"ARKANSAS HEART HOSPITAL, LLC",1701 S SHACKLEFORD ROAD,LITTLE ROCK,AR,72211,PULASKI,0.866548,0.885499,0.875595,0.891547,10 out of 10,9 out of 9,10 out of 10,0.881939,0.906798,0.886214,0.877561,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.826757,0.855672,Not Available,Not Available,Not Available,0.919769,0.936349,0.907898,0.917489,0 out of 10,3 out of 9,3 out of 10,0.968747,0.979620,0.957796,0.960078,0 out of 10,1 out of 9,1 out of 10,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,040137,ST VINCENT MEDICAL CENTER/NORTH,2215 WILDWOOD AVENUE,SHERWOOD,AR,72120,PULASKI,0.866548,0.885499,Not Available,0.881258,7 out of 10,Not Available,7 out of 10,0.881939,0.906798,0.867611,0.891940,4 out of 10,6 out of 9,6 out of 10,0.840138,0.871741,0.821745,0.842268,Not Available,Not Available,Not Available,0.919769,0.936349,0.913293,0.911003,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,040154,BAPTIST HEALTH MEDICAL CENTER- CONWAY,1555 EXCHANGE AVENUE,CONWAY,AR,72032,FAULKNER,0.866548,0.885499,Not Available,0.883223,8 out of 10,Not Available,8 out of 10,0.881939,0.906798,Not Available,0.860852,0 out of 10,Not Available,0 out of 10,0.840138,0.871741,Not Available,0.812167,Not Available,Not Available,Not Available,0.919769,0.936349,Not Available,0.910585,0 out of 10,Not Available,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,0.025818,2 out of 10,Not Available,2 out of 10
2023,050006,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,0.866548,0.885499,0.864941,0.877049,5 out of 10,5 out of 9,5 out of 10,0.881939,0.906798,0.853199,0.897579,6 out of 10,8 out of 9,8 out of 10,0.840138,0.871741,0.848452,0.838757,Not Available,Not Available,Not Available,0.919769,0.936349,0.916966,0.909980,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,0.974179,5 out of 10,Not Available,5 out of 10,0.027428,0.019779,0.032549,0.020886,8 out of 10,9 out of 9,9 out of 10
2023,050007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,0.866548,0.885499,0.872898,0.884863,9 out of 10,9 out of 9,9 out of 10,0.881939,0.906798,0.900443,0.889760,3 out of 10,0 out of 9,3 out of 10,0.840138,0.871741,0.876810,0.837809,Not Available,Not Available,Not Available,0.919769,0.936349,0.933047,0.906638,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.967967,0.974483,5 out of 10,5 out of 9,5 out of 10,0.027428,0.019779,0.030487,0.030140,0 out of 10,0 out of 9,0 out of 10
2023,050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.874424,0.886697,2 out of 10,3 out of 9,3 out of 10,0.840138,0.871741,0.845928,0.837361,Not Available,Not Available,Not Available,0.919769,0.936349,0.910503,Not Available,Not Available,Not Available,Not Available,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,0.022576,6 out of 10,Not Available,6 out of 10
2023,050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,0.866548,0.885499,0.859868,0.873154,4 out of 10,5 out of 9,5 out of 10,0.881939,0.906798,0.873561,0.887710,3 out of 10,4 out of 9,4 out of 10,0.840138,0.871741,0.828405,0.841607,Not Available,Not Available,Not Available,0.919769,0.936349,0.909998,0.912172,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.969266,0.972264,3 out of 10,2 out of 9,3 out of 10,0.027428,0.019779,0.024774,0.021363,8 out of 10,6 out of 9,8 out of 10
2023,050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,0.866548,0.885499,0.855120,0.882627,8 out of 10,9 out of 9,9 out of 10,0.881939,0.906798,0.902223,0.890703,4 out of 10,0 out of 9,4 out of 10,0.840138,0.871741,0.853282,0.830221,Not Available,Not Available,Not Available,0.919769,0.936349,0.919583,0.926343,4 out of 10,4 out of 9,4 out of 10,0.968747,0.979620,0.970367,0.975270,6 out of 10,5 out of 9,6 out of 10,0.027428,0.019779,0.017909,0.022087,7 out of 10,0 out of 9,7 out of 10
2023,050014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,0.866548,0.885499,0.859453,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.877735,0.868126,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.835588,0.833069,Not Available,Not Available,Not Available,0.919769,0.936349,0.890848,0.920955,1 out of 10,6 out of 9,6 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.027915,0.023737,5 out of 10,5 out of 9,5 out of 10
2023,050017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,SACRAMENTO,0.866548,0.885499,0.871045,0.875188,5 out of 10,2 out of 9,5 out of 10,0.881939,0.906798,0.881961,0.871808,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.848302,0.838159,Not Available,Not Available,Not Available,0.919769,0.936349,0.912862,0.909024,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.978024,0.977620,8 out of 10,0 out of 9,8 out of 10,0.027428,0.019779,0.041707,0.023882,5 out of 10,8 out of 9,8 out of 10
2023,050022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,RIVERSIDE,0.866548,0.885499,0.855480,0.869552,2 out of 10,4 out of 9,4 out of 10,0.881939,0.906798,0.897977,0.913733,10 out of 10,9 out of 9,10 out of 10,0.840138,0.871741,0.850756,0.855673,Not Available,Not Available,Not Available,0.919769,0.936349,0.918665,0.927371,5 out of 10,4 out of 9,5 out of 10,0.968747,0.979620,0.972418,0.966592,0 out of 10,0 out of 9,0 out of 10,0.027428,0.019779,0.030499,0.025342,3 out of 10,4 out of 9,4 out of 10
2023,050024,PARADISE VALLEY HOSPITAL,2400 EAST 4TH ST,NATIONAL CITY,CA,91950,SAN DIEGO,0.866548,0.885499,0.861429,0.881183,7 out of 10,8 out of 9,8 out of 10,0.881939,0.906798,0.908544,0.904103,9 out of 10,0 out of 9,9 out of 10,0.840138,0.871741,0.840773,0.814606,Not Available,Not Available,Not Available,0.919769,0.936349,0.928818,0.900193,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.027265,Not Available,Not Available,Not Available,Not Available
2023,050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,SAN DIEGO,0.866548,0.885499,0.887423,0.890000,10 out of 10,9 out of 9,10 out of 10,0.881939,0.906798,0.894950,0.920136,10 out of 10,9 out of 9,10 out of 10,0.840138,0.871741,0.854343,0.890189,Not Available,Not Available,Not Available,0.919769,0.936349,0.926157,0.921316,1 out of 10,0 out of 9,1 out of 10,0.968747,0.979620,0.972431,0.971459,3 out of 10,0 out of 9,3 out of 10,0.027428,0.019779,0.021982,0.018593,10 out of 10,9 out of 9,10 out of 10
2023,050026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,SAN DIEGO,0.866548,0.885499,0.866713,0.882555,8 out of 10,8 out of 9,8 out of 10,0.881939,0.906798,0.875802,0.898652,7 out of 10,7 out of 9,7 out of 10,0.840138,0.871741,0.817839,0.831099,Not Available,Not Available,Not Available,0.919769,0.936349,0.892409,0.912480,0 out of 10,4 out of 9,4 out of 10,0.968747,0.979620,0.963418,0.966844,0 out of 10,2 out of 9,2 out of 10,0.027428,0.019779,0.019535,0.014900,10 out of 10,9 out of 9,10 out of 10
2023,050028,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,ARCATA,CA,95521,HUMBOLDT,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.887105,0.879735,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.830634,0.820107,Not Available,Not Available,Not Available,0.919769,0.936349,0.900327,0.919729,0 out of 10,5 out of 9,5 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,050036,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST,BAKERSFIELD,CA,93301,KERN,0.866548,0.885499,0.857537,0.854493,0 out of 10,0 out of 9,0 out of 10,0.881939,0.906798,0.858858,0.847836,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.815135,0.805698,Not Available,Not Available,Not Available,0.919769,0.936349,0.909709,0.879519,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.968532,0.967825,0 out of 10,0 out of 9,0 out of 10,0.027428,0.019779,0.026873,0.023343,5 out of 10,4 out of 9,5 out of 10
2023,050038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,CA,95128,SANTA CLARA,0.866548,0.885499,0.869067,0.878088,6 out of 10,5 out of 9,6 out of 10,0.881939,0.906798,0.898666,0.901648,8 out of 10,3 out of 9,8 out of 10,0.840138,0.871741,0.797711,0.828767,Not Available,Not Available,Not Available,0.919769,0.936349,0.920566,0.913745,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,0.967064,0 out of 10,Not Available,0 out of 10,0.027428,0.019779,Not Available,0.028602,0 out of 10,Not Available,0 out of 10
2023,050039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,CA,95926,BUTTE,0.866548,0.885499,0.846087,0.857481,0 out of 10,2 out of 9,2 out of 10,0.881939,0.906798,0.876860,0.880906,0 out of 10,1 out of 9,1 out of 10,0.840138,0.871741,0.814831,0.811590,Not Available,Not Available,Not Available,0.919769,0.936349,0.936120,0.928680,5 out of 10,0 out of 9,5 out of 10,0.968747,0.979620,0.968011,0.960033,0 out of 10,0 out of 9,0 out of 10,0.027428,0.019779,0.028683,0.022741,6 out of 10,6 out of 9,6 out of 10
2023,050040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342,LOS ANGELES,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.879831,0.901317,8 out of 10,7 out of 9,8 out of 10,0.840138,0.871741,0.832669,0.821612,Not Available,Not Available,Not Available,0.919769,0.936349,Not Available,Not Available,Not Available,Not Available,Not Available,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,050042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,TEHAMA,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.858942,0.868344,0 out of 10,1 out of 9,1 out of 10,0.840138,0.871741,0.812283,0.845973,Not Available,Not Available,Not Available,0.919769,0.936349,0.886315,0.908659,0 out of 10,4 out of 9,4 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.026866,0.021652,7 out of 10,7 out of 9,7 out of 10
2023,050043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,ALAMEDA,0.866548,0.885499,0.872886,0.891609,10 out of 10,9 out of 9,10 out of 10,0.881939,0.906798,0.908544,0.901951,8 out of 10,0 out of 9,8 out of 10,0.840138,0.871741,0.840935,0.808976,Not Available,Not Available,Not Available,0.919769,0.936349,0.920660,0.914783,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.975209,0.977006,7 out of 10,4 out of 9,7 out of 10,0.027428,0.019779,0.032744,0.023608,5 out of 10,7 out of 9,7 out of 10
2023,050045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,IMPERIAL,0.866548,0.885499,0.863660,0.877929,6 out of 10,6 out of 9,6 out of 10,0.881939,0.906798,0.884611,0.874900,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.832488,0.824414,Not Available,Not Available,Not Available,0.919769,0.936349,0.911422,0.915480,0 out of 10,1 out of 9,1 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.025260,0.024011,5 out of 10,2 out of 9,5 out of 10
2023,050047,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,1101 VAN NESS AVENUE,SAN FRANCISCO,CA,94109,SAN FRANCISCO,0.866548,0.885499,0.880857,0.889246,10 out of 10,9 out of 9,10 out of 10,0.881939,0.906798,0.904479,0.886882,2 out of 10,0 out of 9,2 out of 10,0.840138,0.871741,0.845150,0.834975,Not Available,Not Available,Not Available,0.919769,0.936349,0.930655,0.917011,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.964505,0.971119,2 out of 10,4 out of 9,4 out of 10,0.027428,0.019779,0.027738,0.023290,5 out of 10,5 out of 9,5 out of 10
2023,050054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,0.866548,0.885499,0.860825,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.894036,0.887186,2 out of 10,0 out of 9,2 out of 10,0.840138,0.871741,0.808124,0.830508,Not Available,Not Available,Not Available,0.919769,0.936349,0.917280,0.907285,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.025786,Not Available,Not Available,Not Available,Not Available
2023,050055,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,3555 CESAR CHAVEZ ,SAN FRANCISCO,CA,94110,SAN FRANCISCO,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.892439,0.902924,8 out of 10,7 out of 9,8 out of 10,0.840138,0.871741,0.862047,0.844487,Not Available,Not Available,Not Available,0.919769,0.936349,0.926917,0.923384,2 out of 10,0 out of 9,2 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.030083,0.022387,6 out of 10,7 out of 9,7 out of 10
2023,050056,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,CA,93534,LOS ANGELES,0.866548,0.885499,0.862888,0.877558,6 out of 10,6 out of 9,6 out of 10,0.881939,0.906798,0.886717,0.882574,1 out of 10,0 out of 9,1 out of 10,0.840138,0.871741,0.787063,0.796258,Not Available,Not Available,Not Available,0.919769,0.936349,0.902239,0.884494,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.028157,0.021684,7 out of 10,7 out of 9,7 out of 10
2023,050057,KAWEAH HEALTH MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,93291,TULARE,0.866548,0.885499,0.876957,0.857747,0 out of 10,0 out of 9,0 out of 10,0.881939,0.906798,0.873549,0.863761,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.829445,0.828294,Not Available,Not Available,Not Available,0.919769,0.936349,0.904652,0.912470,0 out of 10,2 out of 9,2 out of 10,0.968747,0.979620,0.978518,0.974486,5 out of 10,0 out of 9,5 out of 10,0.027428,0.019779,0.023136,0.023423,5 out of 10,0 out of 9,5 out of 10
2023,050058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,91204,LOS ANGELES,0.866548,0.885499,0.860534,0.872918,4 out of 10,4 out of 9,4 out of 10,0.881939,0.906798,0.910319,0.912020,10 out of 10,9 out of 9,10 out of 10,0.840138,0.871741,0.860867,0.855270,Not Available,Not Available,Not Available,0.919769,0.936349,0.926236,0.919443,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.961969,0.975925,6 out of 10,7 out of 9,7 out of 10,0.027428,0.019779,0.024460,0.021452,8 out of 10,6 out of 9,8 out of 10
2023,050060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,93721,FRESNO,0.866548,0.885499,0.892690,0.871232,3 out of 10,0 out of 9,3 out of 10,0.881939,0.906798,0.878284,0.874109,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.840805,0.804820,Not Available,Not Available,Not Available,0.919769,0.936349,0.900670,0.911512,0 out of 10,3 out of 9,3 out of 10,0.968747,0.979620,0.973768,0.977630,8 out of 10,6 out of 9,8 out of 10,0.027428,0.019779,0.033076,Not Available,Not Available,Not Available,Not Available
2023,050063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90027,LOS ANGELES,0.866548,0.885499,0.870296,0.893817,10 out of 10,9 out of 9,10 out of 10,0.881939,0.906798,0.907689,0.904659,9 out of 10,0 out of 9,9 out of 10,0.840138,0.871741,0.877978,0.852518,Not Available,Not Available,Not Available,0.919769,0.936349,0.920482,0.925386,4 out of 10,3 out of 9,4 out of 10,0.968747,0.979620,0.971263,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.026480,0.023266,5 out of 10,4 out of 9,5 out of 10
2023,050069,PROVIDENCE ST. JOSEPH HOSPITAL,1100 WEST STEWART DR,ORANGE,CA,92868,ORANGE,0.866548,0.885499,0.868597,0.887458,10 out of 10,9 out of 9,10 out of 10,0.881939,0.906798,0.865022,0.884266,1 out of 10,4 out of 9,4 out of 10,0.840138,0.871741,0.803478,0.855003,Not Available,Not Available,Not Available,0.919769,0.936349,0.917096,0.908578,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,0.960855,0.972292,3 out of 10,6 out of 9,6 out of 10,0.027428,0.019779,0.024080,0.021878,7 out of 10,5 out of 9,7 out of 10
2023,050070,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,Not Available,Not Available,Not Available,Not Available,Not Available,0.840138,0.871741,Not Available,Not Available,Not Available,Not Available,Not Available,0.919769,0.936349,Not Available,Not Available,Not Available,Not Available,Not Available,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,050071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,95051,SANTA CLARA,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,Not Available,Not Available,Not Available,Not Available,Not Available,0.840138,0.871741,Not Available,Not Available,Not Available,Not Available,Not Available,0.919769,0.936349,Not Available,Not Available,Not Available,Not Available,Not Available,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,050072,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 S MAIN STREET,WALNUT CREEK,CA,94596,CONTRA COSTA,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,Not Available,Not Available,Not Available,Not Available,Not Available,0.840138,0.871741,Not Available,Not Available,Not Available,Not Available,Not Available,0.919769,0.936349,Not Available,Not Available,Not Available,Not Available,Not Available,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,050073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,975 SERENO DR,VALLEJO,CA,94589,SOLANO,0.866548,0.885499,0.869642,0.876246,5 out of 10,4 out of 9,5 out of 10,0.881939,0.906798,0.884379,0.890079,3 out of 10,2 out of 9,3 out of 10,0.840138,0.871741,0.836050,Not Available,Not Available,Not Available,Not Available,0.919769,0.936349,Not Available,Not Available,Not Available,Not Available,Not Available,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,050075,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,275 WEST MACARTHUR BOULEVARD,OAKLAND,CA,94611,ALAMEDA,0.866548,0.885499,0.868648,0.876447,5 out of 10,4 out of 9,5 out of 10,0.881939,0.906798,0.880190,0.888050,3 out of 10,2 out of 9,3 out of 10,0.840138,0.871741,0.841374,0.821403,Not Available,Not Available,Not Available,0.919769,0.936349,0.917352,0.898757,0 out of 10,0 out of 9,0 out of 10,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,050076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,CA,94115,SAN FRANCISCO,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,Not Available,Not Available,Not Available,Not Available,Not Available,0.840138,0.871741,Not Available,Not Available,Not Available,Not Available,Not Available,0.919769,0.936349,Not Available,Not Available,Not Available,Not Available,Not Available,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,Not Available,Not Available,Not Available,Not Available,Not Available
2023,050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.880248,0.864245,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.856431,0.814934,Not Available,Not Available,Not Available,0.919769,0.936349,0.917898,Not Available,Not Available,Not Available,Not Available,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.035830,Not Available,Not Available,Not Available,Not Available
2023,050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,0.866548,0.885499,0.873295,0.879185,7 out of 10,4 out of 9,7 out of 10,0.881939,0.906798,0.899091,0.897369,6 out of 10,0 out of 9,6 out of 10,0.840138,0.871741,0.834591,0.839766,Not Available,Not Available,Not Available,0.919769,0.936349,0.921270,0.927070,4 out of 10,3 out of 9,4 out of 10,0.968747,0.979620,0.974175,0.960497,0 out of 10,0 out of 9,0 out of 10,0.027428,0.019779,0.021597,0.022628,6 out of 10,0 out of 9,6 out of 10
2023,050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,0.866548,0.885499,0.860935,0.865815,0 out of 10,1 out of 9,1 out of 10,0.881939,0.906798,0.904086,0.900379,7 out of 10,0 out of 9,7 out of 10,0.840138,0.871741,0.822301,0.837886,Not Available,Not Available,Not Available,0.919769,0.936349,0.893308,0.921259,1 out of 10,6 out of 9,6 out of 10,0.968747,0.979620,0.953441,0.966173,0 out of 10,4 out of 9,4 out of 10,0.027428,0.019779,0.027296,0.026800,1 out of 10,0 out of 9,1 out of 10
2023,050090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,SONOMA,CA,95476,SONOMA,0.866548,0.885499,Not Available,Not Available,Not Available,Not Available,Not Available,0.881939,0.906798,0.878717,0.880161,0 out of 10,0 out of 9,0 out of 10,0.840138,0.871741,0.838159,0.832209,Not Available,Not Available,Not Available,0.919769,0.936349,0.915223,Not Available,Not Available,Not Available,Not Available,0.968747,0.979620,Not Available,Not Available,Not Available,Not Available,Not Available,0.027428,0.019779,0.027360,0.033904,0 out of 10,0 out of 9,0 out of 10
