"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","TR-2 Measure Description","TR-2 %","TR-2 Denominator","TR-2 Footnote","Start Date","End Date","FUH Measure Description","FUH-30 %","FUH-30 Denominator","FUH-30 Footnote","FUH-7 %","FUH-7 Denominator","FUH-7 Footnote","FUH Measure Start Date","FUH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date","IPFQR-HCP COVID-19 Measure Description","IPFQR-HCP COVID-19 %","IPFQR-HCP COVID-19 Denominator","IPFQR-HCP COVID-19 Footnote","IPFQR-HCP COVID-19 Start Date","IPFQR-HCP COVID-19 End Date"
254009,NORTH MISSISSIPPI STATE HOSPITAL,1937 BRIAR RIDGE RD,TUPELO,MS,38804,LEE,Hours of physical-restraint use,0.05,19.63,15623,,Hours of seclusion use,0.50,189.23,15623,,Patients discharged on multiple antipsychotic medications with appropriate justification,79,61,,Screening for metabolic disorders (SMD),99,379,,Alcohol use brief intervention provided or offered,99,311,,93,311,,Alcohol and other drug use disorder treatment provided or offered at discharge,7,242,,7,242,,Tobacco use treatment provided or offered,93,293,,28,293,,Tobacco use treatment provided or offered at discharge,46,280,,0,280,,Transition record with specified elements received by discharged patients (TR1),97,423,,Timely transmission of transition record (TR2),92,423,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,42.4,59,,13.6,59,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,52.2,92,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),90,179,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
254010,MS STATE HOSPITAL-WHITFIELD,3550 HIGHWAY 468 WEST / PO BOX 157-A,WHITFIELD,MS,39193,RANKIN,Hours of physical-restraint use,0.75,451.57,25175,,Hours of seclusion use,0.38,231.8,25175,,Patients discharged on multiple antipsychotic medications with appropriate justification,52,116,,Screening for metabolic disorders (SMD),46,467,,Alcohol use brief intervention provided or offered,88,103,,97,92,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,137,,100,137,,Tobacco use treatment provided or offered,92,358,,69,343,,Tobacco use treatment provided or offered at discharge,0,303,,0,303,,Transition record with specified elements received by discharged patients (TR1),30,600,,Timely transmission of transition record (TR2),24,600,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,28.6,56,,1.8,56,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,43.6,94,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),99,272,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
254011,GULFPORT BEHAVIORAL HEALTH  SYSTEM,11150 US HIGHWAY 49 NORTH,GULFPORT,MS,39503,HARRISON,Hours of physical-restraint use,0.01,5.05,15538,,Hours of seclusion use,0.32,120.23,15538,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),94,306,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,78,119,,77,119,,Tobacco use treatment provided or offered,94,143,,71,140,,Tobacco use treatment provided or offered at discharge,82,124,,2,124,,Transition record with specified elements received by discharged patients (TR1),99,749,,Timely transmission of transition record (TR2),43,749,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,42.6,47,,12.8,47,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),75,375,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
254012,OCEANS BEHAVIORAL HOSPITAL- BILOXI,"180 DEBUYS ROAD, BUILDING C",BILOXI,MS,39531,HARRISON,Hours of physical-restraint use,0.00,0,11839,,Hours of seclusion use,0.00,0,11839,,Patients discharged on multiple antipsychotic medications with appropriate justification,52,21,,Screening for metabolic disorders (SMD),67,267,,Alcohol use brief intervention provided or offered,28,58,,32,44,,Alcohol and other drug use disorder treatment provided or offered at discharge,16,56,,12,56,,Tobacco use treatment provided or offered,57,171,,10,125,,Tobacco use treatment provided or offered at discharge,7,112,,1,112,,Transition record with specified elements received by discharged patients (TR1),72,589,,Timely transmission of transition record (TR2),58,589,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,53.4,133,,33.1,133,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,78.5,181,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),67,294,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
260005,SSM ST JOSEPH HEALTH CENTER,300 1ST CAPITOL DR,SAINT CHARLES,MO,63301,ST. CHARLES,Hours of physical-restraint use,0.73,441.28,25132,,Hours of seclusion use,0.07,41.33,25132,,Patients discharged on multiple antipsychotic medications with appropriate justification,70,88,,Screening for metabolic disorders (SMD),97,450,,Alcohol use brief intervention provided or offered,90,157,,90,157,,Alcohol and other drug use disorder treatment provided or offered at discharge,79,264,,78,264,,Tobacco use treatment provided or offered,37,276,,29,272,,Tobacco use treatment provided or offered at discharge,68,255,,2,255,,Transition record with specified elements received by discharged patients (TR1),72,813,,Timely transmission of transition record (TR2),55,813,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,58.3,60,,28.3,60,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,77.6,143,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),94,381,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
260020,MERCY HOSPITAL ST LOUIS,615 NEW BALLAS ROAD,SAINT LOUIS,MO,63141,ST. LOUIS,Hours of physical-restraint use,0.01,0.95,4314,,Hours of seclusion use,0.04,3.73,4314,,Patients discharged on multiple antipsychotic medications with appropriate justification,7,27,,Screening for metabolic disorders (SMD),90,289,,Alcohol use brief intervention provided or offered,49,102,,84,58,,Alcohol and other drug use disorder treatment provided or offered at discharge,72,79,,71,79,,Tobacco use treatment provided or offered,77,99,,54,87,,Tobacco use treatment provided or offered at discharge,40,73,,0,73,,Transition record with specified elements received by discharged patients (TR1),42,591,,Timely transmission of transition record (TR2),38,591,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,62.3,69,,29,69,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,82.7,98,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),44,263,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,Hours of physical-restraint use,0.02,7.48,17534,,Hours of seclusion use,0.05,22.83,17534,,Patients discharged on multiple antipsychotic medications with appropriate justification,77,13,,Screening for metabolic disorders (SMD),87,462,,Alcohol use brief intervention provided or offered,83,24,,83,24,,Alcohol and other drug use disorder treatment provided or offered at discharge,98,41,,93,41,,Tobacco use treatment provided or offered,60,48,,62,40,,Tobacco use treatment provided or offered at discharge,85,39,,38,39,,Transition record with specified elements received by discharged patients (TR1),0,878,,Timely transmission of transition record (TR2),0,878,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,50.9,169,,23.7,169,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,75.1,309,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),96,412,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
260040,COX MEDICAL CENTERS,3801 SOUTH NATIONAL AVENUE,SPRINGFIELD,MO,65807,GREENE,Hours of physical-restraint use,0.14,13.56,4131,,Hours of seclusion use,0.01,0.77,4131,,Patients discharged on multiple antipsychotic medications with appropriate justification,3,30,,Screening for metabolic disorders (SMD),94,357,,Alcohol use brief intervention provided or offered,34,101,,34,94,,Alcohol and other drug use disorder treatment provided or offered at discharge,39,188,,33,188,,Tobacco use treatment provided or offered,26,218,,22,218,,Tobacco use treatment provided or offered at discharge,11,193,,6,193,,Transition record with specified elements received by discharged patients (TR1),89,599,,Timely transmission of transition record (TR2),50,599,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,61.7,47,,27.7,47,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,67.3,107,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),95,268,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
260050,SSM HEALTH ST. FRANCIS HOSPITAL- MARYVILLE,2016 SOUTH MAIN ST,MARYVILLE,MO,64468,NODAWAY,Hours of physical-restraint use,4.85,336,2889,,Hours of seclusion use,0.00,0,2889,,Patients discharged on multiple antipsychotic medications with appropriate justification,14,35,,Screening for metabolic disorders (SMD),86,208,,Alcohol use brief intervention provided or offered,65,141,,76,112,,Alcohol and other drug use disorder treatment provided or offered at discharge,99,216,,99,216,,Tobacco use treatment provided or offered,97,259,,81,257,,Tobacco use treatment provided or offered at discharge,81,242,,77,242,,Transition record with specified elements received by discharged patients (TR1),94,527,,Timely transmission of transition record (TR2),80,527,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,65,20,,35,20,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),98,246,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
260057,CAMERON REGIONAL MEDICAL CENTER,1600 E EVERGREEN,CAMERON,MO,64429,CLINTON,Hours of physical-restraint use,0.01,0.92,2694,,Hours of seclusion use,0.15,9.83,2694,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),100,161,,Alcohol use brief intervention provided or offered,0,16,,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),92,207,,Timely transmission of transition record (TR2),78,207,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),98,95,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
260061,NEVADA REGIONAL MEDICAL CENTER,800 S ASH ST,NEVADA,MO,64772,VERNON,Hours of physical-restraint use,0.00,0,4583,,Hours of seclusion use,0.00,0,4583,,Patients discharged on multiple antipsychotic medications with appropriate justification,30,23,,Screening for metabolic disorders (SMD),91,303,,Alcohol use brief intervention provided or offered,98,177,,89,176,,Alcohol and other drug use disorder treatment provided or offered at discharge,75,299,,11,299,,Tobacco use treatment provided or offered,95,414,,75,408,,Tobacco use treatment provided or offered at discharge,71,407,,0,407,,Transition record with specified elements received by discharged patients (TR1),96,671,,Timely transmission of transition record (TR2),79,671,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,62.3,53,,37.7,53,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,77.2,101,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),95,335,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
260064,NOBLE HEALTH AUDRAIN COMMUNITY HOSPITAL,620 E MONROE,MEXICO,MO,65265,AUDRAIN,Hours of physical-restraint use,0.00,0,2198,,Hours of seclusion use,0.00,0,2198,,Patients discharged on multiple antipsychotic medications with appropriate justification,0,11,,Screening for metabolic disorders (SMD),2,144,,Alcohol use brief intervention provided or offered,15,60,,55,11,,Alcohol and other drug use disorder treatment provided or offered at discharge,55,11,,45,11,,Tobacco use treatment provided or offered,18,82,,40,25,,Tobacco use treatment provided or offered at discharge,22,23,,9,23,,Transition record with specified elements received by discharged patients (TR1),4,203,,Timely transmission of transition record (TR2),4,203,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,52.9,34,,23.5,34,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),0,50,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,HAYTI,MO,63851,PEMISCOT,Hours of physical-restraint use,0.00,0,1416,,Hours of seclusion use,0.00,0,1416,,Patients discharged on multiple antipsychotic medications with appropriate justification,19,26,,Screening for metabolic disorders (SMD),99,84,,Alcohol use brief intervention provided or offered,40,25,,40,25,,Alcohol and other drug use disorder treatment provided or offered at discharge,56,25,,56,25,,Tobacco use treatment provided or offered,81,80,,40,80,,Tobacco use treatment provided or offered at discharge,89,80,,0,80,,Transition record with specified elements received by discharged patients (TR1),99,129,,Timely transmission of transition record (TR2),50,129,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,63.6,11,,27.3,11,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),76,25,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,MO,65270,RANDOLPH,Hours of physical-restraint use,0.00,0,3776,,Hours of seclusion use,0.08,7.03,3776,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),99,126,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),95,184,,Timely transmission of transition record (TR2),92,184,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),98,65,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
260085,ST JOSEPH MEDICAL CENTER,1000 CARONDELET DR,KANSAS CITY,MO,64114,JACKSON,Hours of physical-restraint use,0.00,0,4153,,Hours of seclusion use,0.00,0,4153,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),92,248,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Transition record with specified elements received by discharged patients (TR1),100,355,,Timely transmission of transition record (TR2),92,355,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,56,25,,16,25,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),97,74,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
260091,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,6420 CLAYTON RD,RICHMOND HEIGHTS,MO,63117,ST. LOUIS,Hours of physical-restraint use,0.04,11.9,12444,,Hours of seclusion use,0.12,35.29,12444,,Patients discharged on multiple antipsychotic medications with appropriate justification,61,36,,Screening for metabolic disorders (SMD),86,349,,Alcohol use brief intervention provided or offered,97,66,,97,66,,Alcohol and other drug use disorder treatment provided or offered at discharge,71,80,,70,80,,Tobacco use treatment provided or offered,76,127,,52,121,,Tobacco use treatment provided or offered at discharge,82,97,,5,97,,Transition record with specified elements received by discharged patients (TR1),66,643,,Timely transmission of transition record (TR2),61,643,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,52.6,95,,15.8,95,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,69.7,185,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),99,284,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
260104,SSM HEALTH DEPAUL HOSPITAL ST LOUIS,12303 DEPAUL DRIVE,BRIDGETON,MO,63044,ST. LOUIS,Hours of physical-restraint use,1.04,729.59,29339,,Hours of seclusion use,4.70,3309.36,29339,,Patients discharged on multiple antipsychotic medications with appropriate justification,65,86,,Screening for metabolic disorders (SMD),91,482,,Alcohol use brief intervention provided or offered,73,193,,73,192,,Alcohol and other drug use disorder treatment provided or offered at discharge,74,319,,66,319,,Tobacco use treatment provided or offered,61,371,,49,370,,Tobacco use treatment provided or offered at discharge,68,337,,1,337,,Transition record with specified elements received by discharged patients (TR1),76,1038,,Timely transmission of transition record (TR2),61,1038,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,34.1,82,,19.5,82,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,72.1,190,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),97,514,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
260105,SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,3635 VISTA AVE,SAINT LOUIS,MO,63110,ST. LOUIS CITY,Hours of physical-restraint use,0.47,102.25,9089,,Hours of seclusion use,2.34,510.48,9089,,Patients discharged on multiple antipsychotic medications with appropriate justification,38,16,,Screening for metabolic disorders (SMD),89,238,,Alcohol use brief intervention provided or offered,90,125,,91,123,,Alcohol and other drug use disorder treatment provided or offered at discharge,85,359,,55,359,,Tobacco use treatment provided or offered,71,393,,50,383,,Tobacco use treatment provided or offered at discharge,63,362,,1,362,,Transition record with specified elements received by discharged patients (TR1),81,665,,Timely transmission of transition record (TR2),67,665,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,33.8,68,,11.8,68,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,82.8,116,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),94,304,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
260113,MISSOURI DELTA MEDICAL CENTER,1008 NORTH MAIN ST,SIKESTON,MO,63801,SCOTT,Hours of physical-restraint use,0.00,0,2988,,Hours of seclusion use,0.00,0,2988,,Patients discharged on multiple antipsychotic medications with appropriate justification,90,52,,Screening for metabolic disorders (SMD),92,499,,Alcohol use brief intervention provided or offered,12,25,,19,16,,Alcohol and other drug use disorder treatment provided or offered at discharge,78,36,,75,36,,Tobacco use treatment provided or offered,54,107,,50,106,,Tobacco use treatment provided or offered at discharge,56,70,,47,70,,Transition record with specified elements received by discharged patients (TR1),85,1089,,Timely transmission of transition record (TR2),76,1089,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,65.4,52,,21.2,52,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,91.7,96,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),96,544,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
