"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
GU,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,04/01/2021,03/31/2022
HI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.362,,04/01/2021,03/31/2022
HI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.711,,04/01/2021,03/31/2022
HI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.514,,04/01/2021,03/31/2022
HI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.673,,04/01/2021,03/31/2022
HI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.095,,04/01/2021,03/31/2022
HI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.865,,04/01/2021,03/31/2022
HI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.722,,04/01/2021,03/31/2022
HI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.541,,04/01/2021,03/31/2022
HI,HAI_3_SIR,SSI - Colon Surgery,1.074,,04/01/2021,03/31/2022
HI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,04/01/2021,03/31/2022
HI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.821,,04/01/2021,03/31/2022
HI,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.000,,04/01/2021,03/31/2022
HI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.255,,04/01/2021,03/31/2022
HI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.707,,04/01/2021,03/31/2022
HI,HAI_5_SIR,MRSA Bacteremia,0.438,,04/01/2021,03/31/2022
HI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.465,,04/01/2021,03/31/2022
HI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.626,,04/01/2021,03/31/2022
HI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.541,,04/01/2021,03/31/2022
IA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.971,,04/01/2021,03/31/2022
IA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.294,,04/01/2021,03/31/2022
IA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.124,,04/01/2021,03/31/2022
IA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.629,,04/01/2021,03/31/2022
IA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.853,,04/01/2021,03/31/2022
IA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.735,,04/01/2021,03/31/2022
IA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.497,,04/01/2021,03/31/2022
IA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.867,,04/01/2021,03/31/2022
IA,HAI_3_SIR,SSI - Colon Surgery,0.663,,04/01/2021,03/31/2022
IA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.299,,04/01/2021,03/31/2022
IA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.938,,04/01/2021,03/31/2022
IA,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.552,,04/01/2021,03/31/2022
IA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.806,,04/01/2021,03/31/2022
IA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.198,,04/01/2021,03/31/2022
IA,HAI_5_SIR,MRSA Bacteremia,0.988,,04/01/2021,03/31/2022
IA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.457,,04/01/2021,03/31/2022
IA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.568,,04/01/2021,03/31/2022
IA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.510,,04/01/2021,03/31/2022
ID,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.701,,04/01/2021,03/31/2022
ID,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.133,,04/01/2021,03/31/2022
ID,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.898,,04/01/2021,03/31/2022
ID,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.664,,04/01/2021,03/31/2022
ID,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.044,,04/01/2021,03/31/2022
ID,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.838,,04/01/2021,03/31/2022
ID,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.633,,04/01/2021,03/31/2022
ID,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.231,,04/01/2021,03/31/2022
ID,HAI_3_SIR,SSI - Colon Surgery,0.895,,04/01/2021,03/31/2022
ID,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.605,,04/01/2021,03/31/2022
ID,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.123,,04/01/2021,03/31/2022
ID,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.191,,04/01/2021,03/31/2022
ID,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.690,,04/01/2021,03/31/2022
ID,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.399,,04/01/2021,03/31/2022
ID,HAI_5_SIR,MRSA Bacteremia,0.998,,04/01/2021,03/31/2022
ID,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.467,,04/01/2021,03/31/2022
ID,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.622,,04/01/2021,03/31/2022
ID,HAI_6_SIR,Clostridium Difficile (C.Diff),0.541,,04/01/2021,03/31/2022
IL,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.849,,04/01/2021,03/31/2022
IL,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.983,,04/01/2021,03/31/2022
IL,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.915,,04/01/2021,03/31/2022
IL,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.679,,04/01/2021,03/31/2022
IL,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.793,,04/01/2021,03/31/2022
IL,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.735,,04/01/2021,03/31/2022
IL,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.690,,04/01/2021,03/31/2022
IL,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.889,,04/01/2021,03/31/2022
IL,HAI_3_SIR,SSI - Colon Surgery,0.785,,04/01/2021,03/31/2022
IL,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.742,,04/01/2021,03/31/2022
IL,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.157,,04/01/2021,03/31/2022
IL,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.932,,04/01/2021,03/31/2022
IL,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.689,,04/01/2021,03/31/2022
IL,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.867,,04/01/2021,03/31/2022
IL,HAI_5_SIR,MRSA Bacteremia,0.774,,04/01/2021,03/31/2022
IL,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.503,,04/01/2021,03/31/2022
IL,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.549,,04/01/2021,03/31/2022
IL,HAI_6_SIR,Clostridium Difficile (C.Diff),0.525,,04/01/2021,03/31/2022
IN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.850,,04/01/2021,03/31/2022
IN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.022,,04/01/2021,03/31/2022
IN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.933,,04/01/2021,03/31/2022
IN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.633,,04/01/2021,03/31/2022
IN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.777,,04/01/2021,03/31/2022
IN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.702,,04/01/2021,03/31/2022
IN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.708,,04/01/2021,03/31/2022
IN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.962,,04/01/2021,03/31/2022
IN,HAI_3_SIR,SSI - Colon Surgery,0.828,,04/01/2021,03/31/2022
IN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.609,,04/01/2021,03/31/2022
IN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.067,,04/01/2021,03/31/2022
IN,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.814,,04/01/2021,03/31/2022
IN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.823,,04/01/2021,03/31/2022
IN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.084,,04/01/2021,03/31/2022
IN,HAI_5_SIR,MRSA Bacteremia,0.947,,04/01/2021,03/31/2022
IN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.459,,04/01/2021,03/31/2022
IN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.521,,04/01/2021,03/31/2022
IN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.489,,04/01/2021,03/31/2022
KS,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.846,,04/01/2021,03/31/2022
KS,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.160,,04/01/2021,03/31/2022
KS,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.994,,04/01/2021,03/31/2022
KS,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.642,,04/01/2021,03/31/2022
KS,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.899,,04/01/2021,03/31/2022
KS,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.762,,04/01/2021,03/31/2022
KS,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.718,,04/01/2021,03/31/2022
KS,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.133,,04/01/2021,03/31/2022
KS,HAI_3_SIR,SSI - Colon Surgery,0.908,,04/01/2021,03/31/2022
KS,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.358,,04/01/2021,03/31/2022
KS,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.994,,04/01/2021,03/31/2022
KS,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.617,,04/01/2021,03/31/2022
KS,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.721,,04/01/2021,03/31/2022
KS,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.153,,04/01/2021,03/31/2022
KS,HAI_5_SIR,MRSA Bacteremia,0.918,,04/01/2021,03/31/2022
KS,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.543,,04/01/2021,03/31/2022
KS,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.659,,04/01/2021,03/31/2022
KS,HAI_6_SIR,Clostridium Difficile (C.Diff),0.599,,04/01/2021,03/31/2022
KY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.131,,04/01/2021,03/31/2022
KY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.371,,04/01/2021,03/31/2022
KY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.247,,04/01/2021,03/31/2022
KY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.752,,04/01/2021,03/31/2022
KY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.921,,04/01/2021,03/31/2022
KY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.833,,04/01/2021,03/31/2022
KY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.715,,04/01/2021,03/31/2022
KY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.012,,04/01/2021,03/31/2022
KY,HAI_3_SIR,SSI - Colon Surgery,0.854,,04/01/2021,03/31/2022
KY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.788,,04/01/2021,03/31/2022
KY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.435,,04/01/2021,03/31/2022
KY,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.075,,04/01/2021,03/31/2022
KY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.351,,04/01/2021,03/31/2022
KY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.686,,04/01/2021,03/31/2022
KY,HAI_5_SIR,MRSA Bacteremia,1.512,,04/01/2021,03/31/2022
KY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.461,,04/01/2021,03/31/2022
KY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.532,,04/01/2021,03/31/2022
KY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.495,,04/01/2021,03/31/2022
LA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.099,,04/01/2021,03/31/2022
LA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.340,,04/01/2021,03/31/2022
LA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.215,,04/01/2021,03/31/2022
LA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.513,,04/01/2021,03/31/2022
LA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.663,,04/01/2021,03/31/2022
LA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.585,,04/01/2021,03/31/2022
LA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.807,,04/01/2021,03/31/2022
LA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.123,,04/01/2021,03/31/2022
LA,HAI_3_SIR,SSI - Colon Surgery,0.955,,04/01/2021,03/31/2022
LA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.754,,04/01/2021,03/31/2022
LA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.404,,04/01/2021,03/31/2022
LA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.041,,04/01/2021,03/31/2022
LA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.609,,04/01/2021,03/31/2022
LA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,2.000,,04/01/2021,03/31/2022
LA,HAI_5_SIR,MRSA Bacteremia,1.797,,04/01/2021,03/31/2022
LA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.380,,04/01/2021,03/31/2022
LA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.450,,04/01/2021,03/31/2022
LA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.414,,04/01/2021,03/31/2022
MA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.674,,04/01/2021,03/31/2022
MA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.832,,04/01/2021,03/31/2022
MA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.750,,04/01/2021,03/31/2022
MA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.839,,04/01/2021,03/31/2022
MA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.001,,04/01/2021,03/31/2022
MA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.917,,04/01/2021,03/31/2022
MA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.796,,04/01/2021,03/31/2022
MA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.064,,04/01/2021,03/31/2022
MA,HAI_3_SIR,SSI - Colon Surgery,0.923,,04/01/2021,03/31/2022
MA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.713,,04/01/2021,03/31/2022
MA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.464,,04/01/2021,03/31/2022
MA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.038,,04/01/2021,03/31/2022
MA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.575,,04/01/2021,03/31/2022
MA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.774,,04/01/2021,03/31/2022
MA,HAI_5_SIR,MRSA Bacteremia,0.669,,04/01/2021,03/31/2022
MA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.605,,04/01/2021,03/31/2022
MA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.673,,04/01/2021,03/31/2022
MA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.639,,04/01/2021,03/31/2022
MD,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.024,,04/01/2021,03/31/2022
MD,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.249,,04/01/2021,03/31/2022
MD,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.132,,04/01/2021,03/31/2022
MD,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.803,,04/01/2021,03/31/2022
MD,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.998,,04/01/2021,03/31/2022
MD,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.896,,04/01/2021,03/31/2022
MD,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.718,,04/01/2021,03/31/2022
MD,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.018,,04/01/2021,03/31/2022
MD,HAI_3_SIR,SSI - Colon Surgery,0.858,,04/01/2021,03/31/2022
MD,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.985,,04/01/2021,03/31/2022
MD,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.728,,04/01/2021,03/31/2022
MD,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.318,,04/01/2021,03/31/2022
MD,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.908,,04/01/2021,03/31/2022
MD,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.191,,04/01/2021,03/31/2022
MD,HAI_5_SIR,MRSA Bacteremia,1.042,,04/01/2021,03/31/2022
MD,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.584,,04/01/2021,03/31/2022
MD,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.658,,04/01/2021,03/31/2022
MD,HAI_6_SIR,Clostridium Difficile (C.Diff),0.620,,04/01/2021,03/31/2022
ME,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.694,,04/01/2021,03/31/2022
ME,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.130,,04/01/2021,03/31/2022
ME,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.892,,04/01/2021,03/31/2022
ME,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.969,,04/01/2021,03/31/2022
ME,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.459,,04/01/2021,03/31/2022
ME,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),1.195,,04/01/2021,03/31/2022
ME,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.618,,04/01/2021,03/31/2022
ME,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.170,,04/01/2021,03/31/2022
ME,HAI_3_SIR,SSI - Colon Surgery,0.862,,04/01/2021,03/31/2022
ME,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.008,,04/01/2021,03/31/2022
ME,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.769,,04/01/2021,03/31/2022
ME,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.156,,04/01/2021,03/31/2022
ME,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.561,,04/01/2021,03/31/2022
ME,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.102,,04/01/2021,03/31/2022
ME,HAI_5_SIR,MRSA Bacteremia,0.798,,04/01/2021,03/31/2022
ME,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.518,,04/01/2021,03/31/2022
ME,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.673,,04/01/2021,03/31/2022
ME,HAI_6_SIR,Clostridium Difficile (C.Diff),0.591,,04/01/2021,03/31/2022
MI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.991,,04/01/2021,03/31/2022
MI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.161,,04/01/2021,03/31/2022
MI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.074,,04/01/2021,03/31/2022
MI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.635,,04/01/2021,03/31/2022
MI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.757,,04/01/2021,03/31/2022
MI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.694,,04/01/2021,03/31/2022
MI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.989,,04/01/2021,03/31/2022
MI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.236,,04/01/2021,03/31/2022
MI,HAI_3_SIR,SSI - Colon Surgery,1.107,,04/01/2021,03/31/2022
MI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.055,,04/01/2021,03/31/2022
MI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.614,,04/01/2021,03/31/2022
MI,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.312,,04/01/2021,03/31/2022
MI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.075,,04/01/2021,03/31/2022
MI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.306,,04/01/2021,03/31/2022
MI,HAI_5_SIR,MRSA Bacteremia,1.186,,04/01/2021,03/31/2022
MI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.534,,04/01/2021,03/31/2022
MI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.589,,04/01/2021,03/31/2022
MI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.561,,04/01/2021,03/31/2022
MN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.683,,04/01/2021,03/31/2022
MN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.868,,04/01/2021,03/31/2022
MN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.772,,04/01/2021,03/31/2022
MN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.790,,04/01/2021,03/31/2022
MN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.983,,04/01/2021,03/31/2022
MN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.882,,04/01/2021,03/31/2022
MN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.736,,04/01/2021,03/31/2022
MN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.035,,04/01/2021,03/31/2022
MN,HAI_3_SIR,SSI - Colon Surgery,0.876,,04/01/2021,03/31/2022
MN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.156,,04/01/2021,03/31/2022
MN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.136,,04/01/2021,03/31/2022
MN,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.590,,04/01/2021,03/31/2022
MN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.464,,04/01/2021,03/31/2022
MN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.717,,04/01/2021,03/31/2022
MN,HAI_5_SIR,MRSA Bacteremia,0.580,,04/01/2021,03/31/2022
MN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.529,,04/01/2021,03/31/2022
MN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.605,,04/01/2021,03/31/2022
MN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.566,,04/01/2021,03/31/2022
